기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.03.31 장마감,삼성전자,9897635,167200,-5.16,삼성,IT,반도체
2026.03.31 장마감,SK하이닉스,5751508,807000,-7.56,SK,IT,반도체
2026.03.31 장마감,LG에너지솔루션,923130,394500,-3.78,LG,소재,배터리
2026.03.31 장마감,현대차,912196,445500,-5.11,현대차,자유소비재,자동차
2026.03.31 장마감,삼성바이오로직스,696216,1504000,-1.7,삼성,헬스케어,바이오
2026.03.31 장마감,한화에어로스페이스,644027,1249000,-4.51,한화,산업재,방산
2026.03.31 장마감,SK스퀘어,616186,466500,-8.53,SK,산업재,지주
2026.03.31 장마감,두산에너빌리티,588035,91800,-2.55,두산,산업재,전력기기
2026.03.31 장마감,기아,566880,145200,-4.16,현대차,자유소비재,자동차
2026.03.31 장마감,KB금융,529075,141900,-2.74,KB금융,금융,은행
2026.03.31 장마감,HD현대중공업,488070,465000,-3.12,HD현대,산업재,조선
2026.03.31 장마감,셀트리온,455627,197200,-2.13,셀트리온,헬스케어,바이오
2026.03.31 장마감,삼성생명,421000,210500,-4.1,삼성,금융,보험
2026.03.31 장마감,신한지주,416272,87700,-3.09,신한금융,금융,은행
2026.03.31 장마감,삼성물산,411098,253500,-2.31,삼성,산업재,상사
2026.03.31 장마감,한화오션,368309,120200,1.69,한화,산업재,조선
2026.03.31 장마감,현대모비스,342969,378000,-5.03,현대차,자유소비재,자동차부품
2026.03.31 장마감,미래에셋증권,342075,61600,-1.75,미래에셋,금융,증권
2026.03.31 장마감,삼성SDI,328789,408000,-1.09,삼성,소재,배터리
2026.03.31 장마감,NAVER,316058,201500,-2.66,NAVER,커뮤니케이션서비스,플랫폼
2026.03.31 장마감,삼성전기,304377,407500,-5.01,삼성,IT,전자부품
2026.03.31 장마감,HD현대일렉트릭,299912,832000,-4.59,HD현대,산업재,전력기기
2026.03.31 장마감,고려아연,296814,1422000,-3.79,영풍,소재,금속소재
2026.03.31 장마감,하나금융지주,296695,106600,-0.56,하나금융,금융,은행
2026.03.31 장마감,POSCO홀딩스,269102,332500,-3.06,포스코,소재,철강
2026.03.31 장마감,한국전력,267378,41650,-1.3,한국전력,유틸리티,전력
2026.03.31 장마감,HD한국조선해양,243460,344000,-0.86,HD현대,산업재,조선
2026.03.31 장마감,한미반도체,239234,251000,-3.65,한미반도체,IT,반도체장비
2026.03.31 장마감,우리금융지주,235271,32050,-1.23,우리금융,금융,은행
2026.03.31 장마감,효성중공업,229011,2456000,-1.88,효성,산업재,전력기기
2026.03.31 장마감,SK,218233,301000,-7.24,SK,산업재,지주
2026.03.31 장마감,한화시스템,215557,114100,-5.47,한화,산업재,방산
2026.03.31 장마감,LS ELECTRIC,215400,718000,-7.35,LS,산업재,전력기기
2026.03.31 장마감,삼성중공업,215160,24450,-0.2,삼성,산업재,조선
2026.03.31 장마감,LG화학,211071,299000,-7.14,LG,소재,화학
2026.03.31 장마감,카카오,202787,45800,-2.76,카카오,커뮤니케이션서비스,플랫폼
2026.03.31 장마감,삼성화재,202679,440500,-1.12,삼성,금융,보험
2026.03.31 장마감,HD현대,188793,239000,-2.85,HD현대,산업재,지주
2026.03.31 장마감,메리츠금융지주,188267,111400,-2.19,메리츠,금융,금융지주
2026.03.31 장마감,현대로템,184996,169500,-5.83,현대차,산업재,방산
2026.03.31 장마감,HMM,184592,19570,0.1,HMM,산업재,물류운송
