기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.05.22 장마감,삼성전자,17100365,292500,-2.34,삼성,IT,반도체
2026.05.22 장마감,SK하이닉스,13833553,1941000,0.05,SK,IT,반도체
2026.05.22 장마감,SK스퀘어,1563707,1185000,0.51,SK,산업재,지주
2026.05.22 장마감,현대차,1341163,655000,-1.65,현대차,자유소비재,자동차
2026.05.22 장마감,삼성전기,1000896,1340000,11.3,삼성,IT,전자부품
2026.05.22 장마감,LG에너지솔루션,932490,398500,-0.62,LG,소재,배터리
2026.05.22 장마감,삼성생명,729000,364500,2.68,삼성,금융,보험
2026.05.22 장마감,두산에너빌리티,714866,111600,2.95,두산,산업재,전력기기
2026.05.22 장마감,HD현대중공업,713736,680000,1.19,HD현대,산업재,조선
2026.05.22 장마감,삼성물산,681915,420500,0.48,삼성,산업재,상사
2026.05.22 장마감,삼성바이오로직스,655017,1415000,1.43,삼성,헬스케어,바이오
2026.05.22 장마감,한화에어로스페이스,650214,1261000,1.04,한화,산업재,방산
2026.05.22 장마감,기아,643401,164800,-1.85,현대차,자유소비재,자동차
2026.05.22 장마감,KB금융,596561,160000,2.7,KB금융,금융,은행
2026.05.22 장마감,현대모비스,586132,646000,-3.58,현대차,자유소비재,자동차부품
2026.05.22 장마감,삼성SDI,521388,647000,5.03,삼성,소재,배터리
2026.05.22 장마감,신한지주,466111,98200,3.59,신한금융,금융,은행
2026.05.22 장마감,SK,465467,642000,11.46,SK,산업재,지주
2026.05.22 장마감,셀트리온,441357,198700,4.8,셀트리온,헬스케어,바이오
2026.05.22 장마감,HD현대일렉트릭,422833,1173000,3.26,HD현대,산업재,전력기기
2026.05.22 장마감,LS ELECTRIC,421500,281000,3.5,LS,산업재,전력기기
2026.05.22 장마감,LG전자,386037,237000,0.85,LG,자유소비재,가전
2026.05.22 장마감,미래에셋증권,377708,67500,1.5,미래에셋,금융,증권
2026.05.22 장마감,한화오션,374437,122200,7.57,한화,산업재,조선
2026.05.22 장마감,효성중공업,373635,4007000,1.99,효성,산업재,전력기기
2026.05.22 장마감,POSCO홀딩스,354606,447500,0.9,포스코,소재,철강
2026.05.22 장마감,하나금융지주,335003,122100,2.26,하나금융,금융,은행
2026.05.22 장마감,NAVER,318454,203000,1.75,NAVER,커뮤니케이션서비스,플랫폼
2026.05.22 장마감,한미반도체,305476,320500,-3.61,한미반도체,IT,반도체장비
2026.05.22 장마감,고려아연,298483,1430000,1.78,영풍,소재,금속소재
2026.05.22 장마감,HD한국조선해양,297955,421000,1.45,HD현대,산업재,조선
2026.05.22 장마감,삼성중공업,259600,29500,2.97,삼성,산업재,조선
2026.05.22 장마감,두산,257968,1593000,-0.44,두산,산업재,지주
2026.05.22 장마감,한국전력,254860,39700,0.76,한국전력,유틸리티,전력
2026.05.22 장마감,삼성화재,254044,569000,0.53,삼성,금융,보험
2026.05.22 장마감,LG화학,247779,351000,0.86,LG,소재,화학
2026.05.22 장마감,우리금융지주,231601,31550,3.78,우리금융,금융,은행
2026.05.22 장마감,현대로템,224833,206000,5.37,현대차,산업재,방산
2026.05.22 장마감,HD현대,222760,282000,1.62,HD현대,산업재,지주
2026.05.22 장마감,SK텔레콤,220804,102800,0.0,SK,커뮤니케이션서비스,통신
2026.05.22 장마감,포스코퓨처엠,216139,243000,4.74,포스코,소재,배터리
2026.05.22 장마감,SK이노베이션,209118,123700,4.12,SK,에너지,정유
2026.05.22 장마감,한화시스템,206678,109400,5.39,한화,산업재,방산
2026.05.22 장마감,LG이노텍,204484,864000,3.1,LG,IT,전자부품
2026.05.22 장마감,LIG디펜스앤에어로스페이스,203500,925000,7.31,,,
2026.05.22 장마감,KT&G,195164,188000,3.87,KT&G,필수소비재,기호품
2026.05.22 장마감,HMM,193364,20500,1.23,HMM,산업재,물류운송
2026.05.22 장마감,카카오,184848,41850,0.12,카카오,커뮤니케이션서비스,플랫폼
2026.05.22 장마감,LG,182753,118500,-3.66,LG,산업재,지주
2026.05.22 장마감,메리츠금융지주,182743,109200,0.28,메리츠,금융,금융지주
2026.05.22 장마감,현대글로비스,177375,236500,1.28,현대차,산업재,물류운송
2026.05.22 장마감,현대오토에버,173045,631000,0.32,현대차,IT,IT서비스
2026.05.22 장마감,LS,169728,544000,4.41,LS,산업재,지주
2026.05.22 장마감,기업은행,167459,21000,2.94,IBK,금융,은행
2026.05.22 장마감,현대건설,167368,150300,2.18,현대차,산업재,건설
2026.05.22 장마감,한국항공우주,164148,168400,2.37,KAI,산업재,방산
2026.05.22 장마감,삼성에스디에스,150655,194700,5.07,삼성,IT,IT서비스
2026.05.22 장마감,에이피알,146383,391000,-2.13,에이피알,필수소비재,화장품
