기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.03.31 11:53 장중,삼성전자,10193616,172200,-2.33,삼성,IT,반도체
2026.03.31 11:53 장중,SK하이닉스,5986700,840000,-3.78,SK,IT,반도체
2026.03.31 11:53 장중,LG에너지솔루션,948870,405500,-1.1,LG,소재,배터리
2026.03.31 11:53 장중,현대차,940862,459500,-2.13,현대차,자유소비재,자동차
2026.03.31 11:53 장중,삼성바이오로직스,728157,1573000,2.81,삼성,헬스케어,바이오
2026.03.31 11:53 장중,한화에어로스페이스,645058,1251000,-4.36,한화,산업재,방산
2026.03.31 11:53 장중,SK스퀘어,634018,480000,-5.88,SK,산업재,지주
2026.03.31 11:53 장중,두산에너빌리티,610455,95300,1.17,두산,산업재,전력기기
2026.03.31 11:53 장중,기아,577421,147900,-2.38,현대차,자유소비재,자동차
2026.03.31 11:53 장중,KB금융,536159,143800,-1.44,KB금융,금융,은행
2026.03.31 11:53 장중,HD현대중공업,501190,477500,-0.52,HD현대,산업재,조선
2026.03.31 11:53 장중,셀트리온,464407,201000,-0.25,셀트리온,헬스케어,바이오
2026.03.31 11:53 장중,삼성생명,431000,215500,-1.82,삼성,금융,보험
2026.03.31 11:53 장중,신한지주,423392,89200,-1.44,신한금융,금융,은행
2026.03.31 11:53 장중,삼성물산,418396,258000,-0.58,삼성,산업재,상사
2026.03.31 11:53 장중,한화오션,379953,124000,4.91,한화,산업재,조선
2026.03.31 11:53 장중,현대모비스,352723,388750,-2.32,현대차,자유소비재,자동차부품
2026.03.31 11:53 장중,미래에셋증권,350405,63100,0.64,미래에셋,금융,증권
2026.03.31 11:53 장중,삼성SDI,342086,424500,2.91,삼성,소재,배터리
2026.03.31 11:53 장중,NAVER,316842,202000,-2.42,NAVER,커뮤니케이션서비스,플랫폼
2026.03.31 11:53 장중,삼성전기,313714,420000,-2.1,삼성,IT,전자부품
2026.03.31 11:53 장중,HD현대일렉트릭,305680,848000,-2.75,HD현대,산업재,전력기기
2026.03.31 11:53 장중,고려아연,300362,1439000,-2.64,영풍,소재,금속소재
2026.03.31 11:53 장중,하나금융지주,300314,107900,0.65,하나금융,금융,은행
2026.03.31 11:53 장중,POSCO홀딩스,276386,341500,-0.44,포스코,소재,철강
2026.03.31 11:53 장중,한국전력,276366,43050,2.01,한국전력,유틸리티,전력
2026.03.31 11:53 장중,HD한국조선해양,248237,350750,1.08,HD현대,산업재,조선
2026.03.31 11:53 장중,한미반도체,246859,259000,-0.58,한미반도체,IT,반도체장비
2026.03.31 11:53 장중,우리금융지주,237474,32350,-0.31,우리금융,금융,은행
2026.03.31 11:53 장중,효성중공업,237216,2544000,1.64,효성,산업재,전력기기
2026.03.31 11:53 장중,LS ELECTRIC,224100,747000,-3.61,LS,산업재,전력기기
2026.03.31 11:53 장중,SK,223308,308000,-5.08,SK,산업재,지주
2026.03.31 11:53 장중,한화시스템,221602,117300,-2.82,한화,산업재,방산
2026.03.31 11:53 장중,삼성중공업,220000,25000,2.04,삼성,산업재,조선
2026.03.31 11:53 장중,LG화학,217071,307500,-4.5,LG,소재,화학
2026.03.31 11:53 장중,삼성화재,207280,450500,1.12,삼성,금융,보험
2026.03.31 11:53 장중,카카오,205665,46450,-1.38,카카오,커뮤니케이션서비스,플랫폼
2026.03.31 11:53 장중,HD현대,192743,244000,-0.81,HD현대,산업재,지주
2026.03.31 11:53 장중,메리츠금융지주,190464,112700,-1.05,메리츠,금융,금융지주
2026.03.31 11:53 장중,현대로템,189908,174000,-3.33,현대차,산업재,방산
2026.03.31 11:53 장중,SK이노베이션,189677,112200,-1.06,SK,에너지,정유
2026.03.31 11:53 장중,KT&G,187267,163300,3.95,KT&G,필수소비재,기호품
2026.03.31 11:53 장중,포스코퓨처엠,185898,209000,-2.56,포스코,소재,배터리
2026.03.31 11:53 장중,HMM,184120,19520,-0.15,HMM,산업재,물류운송
2026.03.31 11:53 장중,LG전자,175103,107500,-0.74,LG,자유소비재,가전
2026.03.31 11:53 장중,기업은행,172244,21600,-1.82,IBK,금융,은행
2026.03.31 11:53 장중,두산,171169,1057000,-4.95,두산,산업재,지주
2026.03.31 11:53 장중,한국항공우주,166098,170400,-2.18,KAI,산업재,방산
2026.03.31 11:53 장중,SK텔레콤,166033,77300,-1.28,SK,커뮤니케이션서비스,통신
2026.03.31 11:53 장중,현대건설,163248,146600,-1.21,현대차,산업재,건설
2026.03.31 11:53 장중,현대글로비스,158250,211000,-2.09,현대차,산업재,물류운송
2026.03.31 11:53 장중,KT,153229,60800,0.0,KT,커뮤니케이션서비스,통신
2026.03.31 11:53 장중,LIG넥스원,139700,635000,-7.43,LIG,산업재,방산
2026.03.31 11:53 장중,하이브,131572,305500,0.99,하이브,커뮤니케이션서비스,엔터테인먼트
2026.03.31 11:53 장중,포스코인터내셔널,130359,74100,-1.72,포스코,산업재,상사
2026.03.31 11:53 장중,LG,129700,84100,-0.83,LG,산업재,지주
2026.03.31 11:53 장중,에이피알,126915,339000,3.99,에이피알,필수소비재,화장품
2026.03.31 11:53 장중,삼성에피스홀딩스,124664,501000,-1.57,삼성,산업재,지주
2026.03.31 11:53 장중,크래프톤,122071,257500,2.79,크래프톤,커뮤니케이션서비스,게임
2026.03.31 11:53 장중,S-Oil,121026,107500,-2.36,S-Oil,에너지,정유
2026.03.31 11:53 장중,삼성에스디에스,118156,152700,-0.39,삼성,IT,IT서비스
2026.03.31 11:53 장중,한국금융지주,116189,208500,-0.71,한국투자금융,금융,금융지주
2026.03.31 11:53 장중,카카오뱅크,115922,24300,-0.41,카카오,금융,은행
2026.03.31 11:53 장중,DB손해보험,115386,166300,1.28,DB,금융,보험
2026.03.31 11:53 장중,키움증권,111793,426500,3.77,다우키움,금융,증권
2026.03.31 11:53 장중,NH투자증권,107972,30300,-2.1,NH,금융,증권
2026.03.31 11:53 장중,현대오토에버,101606,370500,-1.33,현대차,IT,IT서비스
2026.03.31 11:53 장중,삼양식품,93183,1237000,5.37,삼양,필수소비재,식품
2026.03.31 11:53 장중,대한항공,88189,23950,-1.64,한진,산업재,물류운송
2026.03.31 11:53 장중,삼성증권,84031,94100,-0.63,삼성,금융,증권
2026.03.31 11:53 장중,LS,83148,266500,2.11,LS,산업재,지주
2026.03.31 11:53 장중,아모레퍼시픽,82475,141000,0.43,아모레퍼시픽,필수소비재,화장품
2026.03.31 11:53 장중,한화,81630,108900,-0.37,한화,산업재,지주
2026.03.31 11:53 장중,HD현대마린솔루션,80293,179100,0.45,HD현대,산업재,조선
2026.03.31 11:53 장중,유한양행,77417,97200,-1.32,유한,헬스케어,바이오
2026.03.31 11:53 장중,SK바이오팜,75416,96300,-1.13,SK,헬스케어,바이오
2026.03.31 11:53 장중,이수페타시스,74143,101000,-3.35,이수,IT,전자부품
2026.03.31 11:53 장중,한진칼,73171,109600,-2.58,한진,산업재,지주
2026.03.31 11:53 장중,LG이노텍,71475,302000,-1.95,LG,IT,전자부품
2026.03.31 11:53 장중,삼성E&A,71344,36400,9.47,삼성,산업재,건설
2026.03.31 11:53 장중,대우건설,68786,16550,-4.56,중흥,산업재,건설
2026.03.31 11:53 장중,LG유플러스,68300,15890,3.18,LG,커뮤니케이션서비스,통신
2026.03.31 11:53 장중,한국타이어앤테크놀로지,68131,55000,0.0,한국앤컴퍼니,자유소비재,자동차
