기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.03.31 13:52 장중,삼성전자,10016027,169200,-4.03,삼성,IT,반도체
2026.03.31 13:52 장중,SK하이닉스,5837032,819000,-6.19,SK,IT,반도체
2026.03.31 13:52 장중,LG에너지솔루션,936000,400000,-2.44,LG,소재,배터리
2026.03.31 13:52 장중,현대차,919362,449000,-4.37,현대차,자유소비재,자동차
2026.03.31 13:52 장중,삼성바이오로직스,711029,1536000,0.39,삼성,헬스케어,바이오
2026.03.31 13:52 장중,한화에어로스페이스,631136,1224000,-6.42,한화,산업재,방산
2026.03.31 13:52 장중,SK스퀘어,618168,468000,-8.24,SK,산업재,지주
2026.03.31 13:52 장중,두산에너빌리티,590597,92200,-2.12,두산,산업재,전력기기
2026.03.31 13:52 장중,기아,569417,145850,-3.73,현대차,자유소비재,자동차
2026.03.31 13:52 장중,KB금융,535786,143700,-1.51,KB금융,금융,은행
2026.03.31 13:52 장중,HD현대중공업,493318,470000,-2.08,HD현대,산업재,조선
2026.03.31 13:52 장중,셀트리온,460710,199400,-1.04,셀트리온,헬스케어,바이오
2026.03.31 13:52 장중,신한지주,421018,88700,-1.99,신한금융,금융,은행
2026.03.31 13:52 장중,삼성생명,420000,210000,-4.33,삼성,금융,보험
2026.03.31 13:52 장중,삼성물산,411098,253500,-2.31,삼성,산업재,상사
2026.03.31 13:52 장중,한화오션,369228,120500,1.95,한화,산업재,조선
2026.03.31 13:52 장중,현대모비스,345237,380500,-4.4,현대차,자유소비재,자동차부품
2026.03.31 13:52 장중,미래에셋증권,341520,61500,-1.91,미래에셋,금융,증권
2026.03.31 13:52 장중,삼성SDI,333624,414000,0.36,삼성,소재,배터리
2026.03.31 13:52 장중,NAVER,316450,201750,-2.54,NAVER,커뮤니케이션서비스,플랫폼
2026.03.31 13:52 장중,삼성전기,304377,407500,-5.01,삼성,IT,전자부품
2026.03.31 13:52 장중,HD현대일렉트릭,301715,837000,-4.01,HD현대,산업재,전력기기
2026.03.31 13:52 장중,하나금융지주,299200,107500,0.28,하나금융,금융,은행
2026.03.31 13:52 장중,고려아연,297440,1425000,-3.59,영풍,소재,금속소재
2026.03.31 13:52 장중,POSCO홀딩스,272339,336500,-1.9,포스코,소재,철강
2026.03.31 13:52 장중,한국전력,269946,42050,-0.36,한국전력,유틸리티,전력
