기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.09.07 장마감,삼성전자,15784952,270000,5.68,삼성,IT,반도체
2026.09.07 장마감,SK하이닉스,13024679,1783000,8.26,SK,IT,반도체
2026.09.07 장마감,SK스퀘어,1484145,1125000,8.07,SK,산업재,지주
2026.09.07 장마감,삼성전기,1086046,1454000,3.78,삼성,IT,전자부품
2026.09.07 장마감,LG에너지솔루션,848250,362500,1.12,LG,소재,배터리
2026.09.07 장마감,현대차,804698,393000,2.48,현대차,자유소비재,자동차
2026.09.07 장마감,삼성바이오로직스,678625,1466000,1.31,삼성,헬스케어,바이오
2026.09.07 장마감,삼성생명,624000,312000,4.87,삼성,금융,보험
2026.09.07 장마감,KB금융,623896,175900,2.27,KB금융,금융,은행
2026.09.07 장마감,삼성물산,622724,384000,4.63,삼성,산업재,상사
2026.09.07 장마감,두산에너빌리티,563053,87900,10.98,두산,산업재,전력기기
2026.09.07 장마감,한화에어로스페이스,535744,1039000,-1.52,한화,산업재,방산
2026.09.07 장마감,신한지주,534704,113900,3.26,신한금융,금융,은행
2026.09.07 장마감,기아,501290,128400,1.5,현대차,자유소비재,자동차
2026.09.07 장마감,HD현대중공업,471276,449000,2.86,HD현대,산업재,조선
2026.09.07 장마감,SK,442992,611000,6.63,SK,산업재,지주
2026.09.07 장마감,삼성SDI,435968,541000,-1.28,삼성,소재,배터리
2026.09.07 장마감,셀트리온,433366,186300,-0.96,셀트리온,헬스케어,바이오
2026.09.07 장마감,현대모비스,388025,432000,2.37,현대차,자유소비재,자동차부품
2026.09.07 장마감,하나금융지주,381097,138900,3.43,하나금융,금융,은행
2026.09.07 장마감,LG전자,348573,214000,6.2,LG,자유소비재,가전
2026.09.07 장마감,NAVER,331527,218000,2.11,NAVER,커뮤니케이션서비스,플랫폼
2026.09.07 장마감,LS ELECTRIC,310500,207000,5.99,LS,산업재,전력기기
2026.09.07 장마감,삼성화재,292887,656000,-1.06,삼성,금융,보험
2026.09.07 장마감,효성중공업,276473,2965000,8.53,효성,산업재,전력기기
2026.09.07 장마감,HD현대일렉트릭,275040,763000,6.86,HD현대,산업재,전력기기
2026.09.07 장마감,한화오션,267499,87300,0.58,한화,산업재,조선
2026.09.07 장마감,POSCO홀딩스,265855,335500,-0.45,포스코,소재,철강
2026.09.07 장마감,고려아연,255485,1224000,0.16,영풍,소재,금속소재
2026.09.07 장마감,우리금융지주,251981,34200,3.01,우리금융,금융,은행
2026.09.07 장마감,HD한국조선해양,248768,351500,0.86,HD현대,산업재,조선
2026.09.07 장마감,SK이노베이션,233124,137900,-0.29,SK,에너지,정유
2026.09.07 장마감,한미반도체,229226,240500,4.57,한미반도체,IT,반도체장비
2026.09.07 장마감,메리츠금융지주,223743,133700,-1.33,메리츠,금융,금융지주
2026.09.07 장마감,한국전력,210243,32750,1.87,한국전력,유틸리티,전력
2026.09.07 장마감,두산,205824,1271000,11.3,두산,산업재,지주
2026.09.07 장마감,HMM,202325,21450,1.9,HMM,산업재,물류운송
2026.09.07 장마감,SK텔레콤,201473,93800,1.41,SK,커뮤니케이션서비스,통신
2026.09.07 장마감,LG화학,197306,279500,-0.89,LG,소재,화학
2026.09.07 장마감,HD현대,192348,243500,1.25,HD현대,산업재,지주
2026.09.07 장마감,미래에셋증권,188428,34700,0.73,미래에셋,금융,증권
2026.09.07 장마감,삼성중공업,188320,21400,0.0,삼성,산업재,조선
2026.09.07 장마감,LG,188234,124500,2.81,LG,산업재,지주
2026.09.07 장마감,삼성에스디에스,187641,242500,1.89,삼성,IT,IT서비스
2026.09.07 장마감,S-Oil,177430,157600,0.19,S-Oil,에너지,정유
2026.09.07 장마감,KT&G,176789,170300,-1.28,KT&G,필수소비재,기호품
