기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.06.22 13:47 장중,SK하이닉스,20497320,2876000,4.05,SK,IT,반도체
2026.06.22 13:47 장중,삼성전자,20447359,349750,-1.2,삼성,IT,반도체
2026.06.22 13:47 장중,SK스퀘어,2540199,1925000,8.15,SK,산업재,지주
2026.06.22 13:47 장중,삼성전기,1653718,2214000,-2.47,삼성,IT,전자부품
2026.06.22 13:47 장중,현대차,1191690,582000,-5.06,현대차,자유소비재,자동차
2026.06.22 13:47 장중,삼성생명,928000,464000,-6.64,삼성,금융,보험
2026.06.22 13:47 장중,LG에너지솔루션,902070,385500,-4.7,LG,소재,배터리
2026.06.22 13:47 장중,삼성물산,851380,525000,6.82,삼성,산업재,상사
2026.06.22 13:47 장중,HD현대중공업,670702,639000,-4.2,HD현대,산업재,조선
2026.06.22 13:47 장중,두산에너빌리티,603409,94200,-3.78,두산,산업재,전력기기
2026.06.22 13:47 장중,삼성바이오로직스,598542,1293000,-5.9,삼성,헬스케어,바이오
2026.06.22 13:47 장중,기아,592647,151800,-2.0,현대차,자유소비재,자동차
2026.06.22 13:47 장중,한화에어로스페이스,584213,1133000,0.98,한화,산업재,방산
2026.06.22 13:47 장중,KB금융,556860,157000,-0.82,KB금융,금융,은행
2026.06.22 13:47 장중,SK,522744,721000,-0.41,SK,산업재,지주
2026.06.22 13:47 장중,현대모비스,518990,572000,-6.54,현대차,자유소비재,자동차부품
2026.06.22 13:47 장중,신한지주,465161,98000,-2.87,신한금융,금융,은행
2026.06.22 13:47 장중,삼성SDI,428715,532000,-4.14,삼성,소재,배터리
2026.06.22 13:47 장중,LG전자,373820,229500,8.51,LG,자유소비재,가전
2026.06.22 13:47 장중,HD현대일렉트릭,373809,1037000,-3.8,HD현대,산업재,전력기기
2026.06.22 13:47 장중,LS ELECTRIC,370500,247000,-4.63,LS,산업재,전력기기
2026.06.22 13:47 장중,셀트리온,368798,166400,-2.29,셀트리온,헬스케어,바이오
2026.06.22 13:47 장중,한화오션,357584,116700,-9.11,한화,산업재,조선
2026.06.22 13:47 장중,효성중공업,356384,3822000,-0.86,효성,산업재,전력기기
