기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.04.03 15:24 장중,삼성전자,11051964,186700,4.65,삼성,IT,반도체
2026.04.03 15:24 장중,SK하이닉스,6278908,881000,6.14,SK,IT,반도체
2026.04.03 15:24 장중,현대차,964409,471000,1.18,현대차,자유소비재,자동차
2026.04.03 15:24 장중,LG에너지솔루션,934830,399500,-1.24,LG,소재,배터리
2026.04.03 15:24 장중,한화에어로스페이스,745607,1446000,2.05,한화,산업재,방산
2026.04.03 15:24 장중,삼성바이오로직스,720750,1557000,-1.77,삼성,헬스케어,바이오
2026.04.03 15:24 장중,SK스퀘어,641283,485500,3.41,SK,산업재,지주
2026.04.03 15:24 장중,두산에너빌리티,618782,96600,3.21,두산,산업재,전력기기
2026.04.03 15:24 장중,기아,589133,150900,0.2,현대차,자유소비재,자동차
2026.04.03 15:24 장중,KB금융,542497,145500,-0.68,KB금융,금융,은행
2026.04.03 15:24 장중,HD현대중공업,500140,476500,8.54,HD현대,산업재,조선
2026.04.03 15:24 장중,셀트리온,451930,195600,-0.56,셀트리온,헬스케어,바이오
2026.04.03 15:24 장중,삼성생명,443000,221500,2.07,삼성,금융,보험
2026.04.03 15:24 장중,신한지주,434309,91500,-0.22,신한금융,금융,은행
2026.04.03 15:24 장중,삼성물산,426504,263000,-0.38,삼성,산업재,상사
2026.04.03 15:24 장중,한화오션,390371,127400,6.79,한화,산업재,조선
2026.04.03 15:24 장중,삼성SDI,354173,439500,-0.79,삼성,소재,배터리
2026.04.03 15:24 장중,현대모비스,352496,388500,-0.26,현대차,자유소비재,자동차부품
2026.04.03 15:24 장중,미래에셋증권,351515,63300,2.76,미래에셋,금융,증권
2026.04.03 15:24 장중,삼성전기,340230,455500,9.23,삼성,IT,전자부품
2026.04.03 15:24 장중,HD현대일렉트릭,318657,884000,0.23,HD현대,산업재,전력기기
2026.04.03 15:24 장중,고려아연,309964,1485000,1.16,영풍,소재,금속소재
2026.04.03 15:24 장중,NAVER,309941,197600,0.92,NAVER,커뮤니케이션서비스,플랫폼
2026.04.03 15:24 장중,하나금융지주,306715,110200,-0.18,하나금융,금융,은행
