기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.08.04 장마감,삼성전자,14031069,240000,0.21,삼성,IT,반도체
2026.08.04 장마감,SK하이닉스,11519865,1577000,0.64,SK,IT,반도체
2026.08.04 장마감,SK스퀘어,1398759,1060000,3.41,SK,산업재,지주
2026.08.04 장마감,삼성전기,885120,1185000,0.34,삼성,IT,전자부품
2026.08.04 장마감,현대차,803674,392500,-0.13,현대차,자유소비재,자동차
2026.08.04 장마감,LG에너지솔루션,768690,328500,3.96,LG,소재,배터리
2026.08.04 장마감,삼성바이오로직스,683254,1476000,3.72,삼성,헬스케어,바이오
2026.08.04 장마감,KB금융,598713,168800,-0.41,KB금융,금융,은행
2026.08.04 장마감,삼성생명,556000,278000,-3.3,삼성,금융,보험
2026.08.04 장마감,삼성물산,522990,322500,-1.98,삼성,산업재,상사
2026.08.04 장마감,한화에어로스페이스,517697,1004000,9.25,한화,산업재,방산
2026.08.04 장마감,HD현대중공업,506963,483000,2.66,HD현대,산업재,조선
2026.08.04 장마감,기아,505975,129600,0.0,현대차,자유소비재,자동차
2026.08.04 장마감,신한지주,480248,102300,-0.39,신한금융,금융,은행
2026.08.04 장마감,두산에너빌리티,467610,73000,7.83,두산,산업재,전력기기
2026.08.04 장마감,현대모비스,436877,481500,-2.43,현대차,자유소비재,자동차부품
2026.08.04 장마감,셀트리온,432085,185800,1.98,셀트리온,헬스케어,바이오
2026.08.04 장마감,SK,375564,518000,-0.96,SK,산업재,지주
2026.08.04 장마감,NAVER,355479,226500,9.16,NAVER,커뮤니케이션서비스,플랫폼
2026.08.04 장마감,하나금융지주,350093,127600,0.55,하나금융,금융,은행
2026.08.04 장마감,삼성SDI,338056,419500,7.7,삼성,소재,배터리
2026.08.04 장마감,LS ELECTRIC,295500,197000,4.56,LS,산업재,전력기기
2026.08.04 장마감,삼성화재,276814,620000,0.65,삼성,금융,보험
2026.08.04 장마감,LG전자,269574,165500,4.22,LG,자유소비재,가전
2026.08.04 장마감,한화오션,268112,87500,5.42,한화,산업재,조선
2026.08.04 장마감,HD한국조선해양,264691,374000,1.49,HD현대,산업재,조선
2026.08.04 장마감,HD현대일렉트릭,258097,716000,6.39,HD현대,산업재,전력기기
2026.08.04 장마감,POSCO홀딩스,248026,313000,3.13,포스코,소재,철강
