기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.06.22 15:32 장중,SK하이닉스,20803782,2919000,5.61,SK,IT,반도체
2026.06.22 15:32 장중,삼성전자,20666595,353500,-0.14,삼성,IT,반도체
2026.06.22 15:32 장중,SK스퀘어,2599580,1970000,10.67,SK,산업재,지주
2026.06.22 15:32 장중,삼성전기,1664176,2228000,-1.85,삼성,IT,전자부품
2026.06.22 15:32 장중,현대차,1189643,581000,-5.22,현대차,자유소비재,자동차
2026.06.22 15:32 장중,LG에너지솔루션,902070,385500,-4.7,LG,소재,배터리
2026.06.22 15:32 장중,삼성생명,901000,450500,-9.36,삼성,금융,보험
2026.06.22 15:32 장중,삼성물산,843271,520000,5.8,삼성,산업재,상사
2026.06.22 15:32 장중,HD현대중공업,667553,636000,-4.65,HD현대,산업재,조선
2026.06.22 15:32 장중,두산에너빌리티,603409,94200,-3.78,두산,산업재,전력기기
2026.06.22 15:32 장중,삼성바이오로직스,599468,1295000,-5.75,삼성,헬스케어,바이오
2026.06.22 15:32 장중,기아,591085,151400,-2.26,현대차,자유소비재,자동차
2026.06.22 15:32 장중,한화에어로스페이스,580088,1125000,0.27,한화,산업재,방산
2026.06.22 15:32 장중,KB금융,556860,157000,-0.82,KB금융,금융,은행
2026.06.22 15:32 장중,SK,529270,730000,0.83,SK,산업재,지주
2026.06.22 15:32 장중,현대모비스,516268,569000,-7.03,현대차,자유소비재,자동차부품
2026.06.22 15:32 장중,신한지주,462788,97500,-3.37,신한금융,금융,은행
2026.06.22 15:32 장중,삼성SDI,429521,533000,-3.96,삼성,소재,배터리
2026.06.22 15:32 장중,셀트리온,373452,168500,-1.06,셀트리온,헬스케어,바이오
2026.06.22 15:32 장중,HD현대일렉트릭,372367,1033000,-4.17,HD현대,산업재,전력기기
2026.06.22 15:32 장중,LG전자,370563,227500,7.57,LG,자유소비재,가전
2026.06.22 15:32 장중,LS ELECTRIC,367500,245000,-5.41,LS,산업재,전력기기
2026.06.22 15:32 장중,효성중공업,357503,3834000,-0.54,효성,산업재,전력기기
2026.06.22 15:32 장중,한화오션,356972,116500,-9.27,한화,산업재,조선
2026.06.22 15:32 장중,NAVER,348291,222000,-3.27,NAVER,커뮤니케이션서비스,플랫폼
2026.06.22 15:32 장중,하나금융지주,328418,119700,-3.08,하나금융,금융,은행
2026.06.22 15:32 장중,삼성화재,305835,685000,-2.14,삼성,금융,보험
2026.06.22 15:32 장중,한미반도체,287366,301500,2.2,한미반도체,IT,반도체장비
2026.06.22 15:32 장중,HD한국조선해양,281323,397500,-5.13,HD현대,산업재,조선
2026.06.22 15:32 장중,POSCO홀딩스,274572,346500,-2.81,포스코,소재,철강
2026.06.22 15:32 장중,LG이노텍,267438,1130000,-1.31,LG,IT,전자부품
2026.06.22 15:32 장중,두산,264121,1631000,0.0,두산,산업재,지주
2026.06.22 15:32 장중,미래에셋증권,257960,46100,-5.44,미래에셋,금융,증권
2026.06.22 15:32 장중,한국전력,243946,38000,0.26,한국전력,유틸리티,전력
2026.06.22 15:32 장중,고려아연,239413,1147000,-3.78,영풍,소재,금속소재
2026.06.22 15:32 장중,삼성중공업,230560,26200,-4.9,삼성,산업재,조선
2026.06.22 15:32 장중,LG화학,228013,323000,-4.44,LG,소재,화학
2026.06.22 15:32 장중,현대로템,222105,203500,-1.69,현대차,산업재,방산
2026.06.22 15:32 장중,우리금융지주,219122,29850,-3.86,우리금융,금융,은행
2026.06.22 15:32 장중,SK텔레콤,202332,94200,-0.74,SK,커뮤니케이션서비스,통신
2026.06.22 15:32 장중,LIG디펜스앤에어로스페이스,186560,848000,-0.47,,,
2026.06.22 15:32 장중,HMM,184403,19550,-2.98,HMM,산업재,물류운송
2026.06.22 15:32 장중,KT&G,181564,174900,-2.83,KT&G,필수소비재,기호품
2026.06.22 15:32 장중,HD현대,176945,224000,-2.82,HD현대,산업재,지주
2026.06.22 15:32 장중,메리츠금융지주,176886,105700,-2.22,메리츠,금융,금융지주
2026.06.22 15:32 장중,현대오토에버,171126,624000,-5.74,현대차,IT,IT서비스
2026.06.22 15:32 장중,포스코퓨처엠,170777,192000,-3.76,포스코,소재,배터리
2026.06.22 15:32 장중,SK이노베이션,169391,100200,-2.15,SK,에너지,정유
2026.06.22 15:32 장중,한화시스템,169083,89500,-1.76,한화,산업재,방산
2026.06.22 15:32 장중,LG,166160,109900,0.92,LG,산업재,지주
2026.06.22 15:32 장중,기업은행,163871,20550,-4.2,IBK,금융,은행
2026.06.22 15:32 장중,카카오,162930,36800,-2.52,카카오,커뮤니케이션서비스,플랫폼
2026.06.22 15:32 장중,삼성에스디에스,161333,208500,-1.65,삼성,IT,IT서비스
2026.06.22 15:32 장중,현대글로비스,153000,204000,-8.31,현대차,산업재,물류운송
2026.06.22 15:32 장중,한국항공우주,144848,148600,1.43,KAI,산업재,방산
2026.06.22 15:32 장중,현대건설,142313,127800,-0.62,현대차,산업재,건설
2026.06.22 15:32 장중,에이피알,139644,373000,-3.24,에이피알,필수소비재,화장품
2026.06.22 15:32 장중,KT,131807,52300,-1.88,KT,커뮤니케이션서비스,통신
2026.06.22 15:32 장중,한국금융지주,123154,221000,-4.33,한국투자금융,금융,금융지주
2026.06.22 15:32 장중,LS,122928,394000,-3.9,LS,산업재,지주
2026.06.22 15:32 장중,S-Oil,120464,107000,1.61,S-Oil,에너지,정유
2026.06.22 15:32 장중,NH투자증권,109754,30800,-3.75,NH,금융,증권
2026.06.22 15:32 장중,크래프톤,103808,225000,-6.83,크래프톤,커뮤니케이션서비스,게임
2026.06.22 15:32 장중,삼성에피스홀딩스,102643,412500,-3.85,삼성,산업재,지주
