기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.04.07 09:29 장중,삼성전자,11833356,199900,3.52,삼성,IT,반도체
2026.04.07 09:29 장중,SK하이닉스,6585370,924000,4.29,SK,IT,반도체
2026.04.07 09:29 장중,현대차,979766,478500,2.03,현대차,자유소비재,자동차
2026.04.07 09:29 장중,LG에너지솔루션,979290,418500,1.45,LG,소재,배터리
2026.04.07 09:29 장중,한화에어로스페이스,750247,1455000,0.34,한화,산업재,방산
2026.04.07 09:29 장중,삼성바이오로직스,738341,1595000,2.57,삼성,헬스케어,바이오
2026.04.07 09:29 장중,SK스퀘어,676286,512000,5.13,SK,산업재,지주
2026.04.07 09:29 장중,두산에너빌리티,621344,97000,1.36,두산,산업재,전력기기
2026.04.07 09:29 장중,기아,594599,152300,0.46,현대차,자유소비재,자동차
2026.04.07 09:29 장중,KB금융,561140,150500,1.76,KB금융,금융,은행
2026.04.07 09:29 장중,HD현대중공업,509062,485000,2.97,HD현대,산업재,조선
2026.04.07 09:29 장중,삼성생명,456000,228000,0.88,삼성,금융,보험
2026.04.07 09:29 장중,셀트리온,455627,197200,0.72,셀트리온,헬스케어,바이오
2026.04.07 09:29 장중,삼성물산,454884,280500,4.08,삼성,산업재,상사
2026.04.07 09:29 장중,신한지주,445700,93900,1.08,신한금융,금융,은행
2026.04.07 09:29 장중,한화오션,379953,124000,1.64,한화,산업재,조선
2026.04.07 09:29 장중,삼성SDI,375529,466000,2.76,삼성,소재,배터리
2026.04.07 09:29 장중,미래에셋증권,355125,63950,1.19,미래에셋,금융,증권
2026.04.07 09:29 장중,현대모비스,352496,388500,0.0,현대차,자유소비재,자동차부품
2026.04.07 09:29 장중,삼성전기,349566,468000,1.3,삼성,IT,전자부품
2026.04.07 09:29 장중,HD현대일렉트릭,328750,912000,2.01,HD현대,산업재,전력기기
2026.04.07 09:29 장중,하나금융지주,318405,114400,1.78,하나금융,금융,은행
2026.04.07 09:29 장중,NAVER,315274,201000,2.13,NAVER,커뮤니케이션서비스,플랫폼
2026.04.07 09:29 장중,고려아연,309755,1484000,0.2,영풍,소재,금속소재
2026.04.07 09:29 장중,POSCO홀딩스,285693,353000,1.15,포스코,소재,철강
2026.04.07 09:29 장중,HD한국조선해양,270707,382500,2.96,HD현대,산업재,조선
2026.04.07 09:29 장중,한국전력,263205,41000,1.86,한국전력,유틸리티,전력
2026.04.07 09:29 장중,효성중공업,250457,2686000,2.01,효성,산업재,전력기기
2026.04.07 09:29 장중,한화시스템,245595,130000,1.88,한화,산업재,방산
2026.04.07 09:29 장중,한미반도체,243999,256000,1.59,한미반도체,IT,반도체장비
2026.04.07 09:29 장중,LS ELECTRIC,242400,808000,1.13,LS,산업재,전력기기
2026.04.07 09:29 장중,삼성중공업,241560,27450,1.67,삼성,산업재,조선
2026.04.07 09:29 장중,우리금융지주,240043,32700,0.93,우리금융,금융,은행
2026.04.07 09:29 장중,SK,233096,321500,2.39,SK,산업재,지주
2026.04.07 09:29 장중,현대로템,229745,210500,-0.24,현대차,산업재,방산
