기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.06.22 14:17 장중,삼성전자,20622748,352750,-0.35,삼성,IT,반도체
2026.06.22 14:17 장중,SK하이닉스,20604225,2891000,4.59,SK,IT,반도체
2026.06.22 14:17 장중,SK스퀘어,2545477,1929000,8.37,SK,산업재,지주
2026.06.22 14:17 장중,삼성전기,1666416,2231000,-1.72,삼성,IT,전자부품
2026.06.22 14:17 장중,현대차,1197833,585000,-4.57,현대차,자유소비재,자동차
2026.06.22 14:17 장중,삼성생명,927000,463500,-6.74,삼성,금융,보험
2026.06.22 14:17 장중,LG에너지솔루션,911430,389500,-3.71,LG,소재,배터리
2026.06.22 14:17 장중,삼성물산,853001,526000,7.02,삼성,산업재,상사
2026.06.22 14:17 장중,HD현대중공업,674901,643000,-3.6,HD현대,산업재,조선
2026.06.22 14:17 장중,두산에너빌리티,608533,95000,-2.96,두산,산업재,전력기기
2026.06.22 14:17 장중,삼성바이오로직스,601319,1299000,-5.46,삼성,헬스케어,바이오
2026.06.22 14:17 장중,기아,594599,152300,-1.68,현대차,자유소비재,자동차
2026.06.22 14:17 장중,한화에어로스페이스,586792,1138000,1.43,한화,산업재,방산
2026.06.22 14:17 장중,KB금융,558278,157400,-0.57,KB금융,금융,은행
2026.06.22 14:17 장중,SK,526370,726000,0.28,SK,산업재,지주
2026.06.22 14:17 장중,현대모비스,523981,577500,-5.64,현대차,자유소비재,자동차부품
2026.06.22 14:17 장중,신한지주,467535,98500,-2.38,신한금융,금융,은행
2026.06.22 14:17 장중,삼성SDI,435968,541000,-2.52,삼성,소재,배터리
2026.06.22 14:17 장중,HD현대일렉트릭,377053,1046000,-2.97,HD현대,산업재,전력기기
2026.06.22 14:17 장중,LS ELECTRIC,372750,248500,-4.05,LS,산업재,전력기기
2026.06.22 14:17 장중,LG전자,372191,228500,8.04,LG,자유소비재,가전
2026.06.22 14:17 장중,셀트리온,372122,167900,-1.41,셀트리온,헬스케어,바이오
2026.06.22 14:17 장중,효성중공업,360301,3864000,0.23,효성,산업재,전력기기
