기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.03.31 10:05 장중,삼성전자,10069304,170100,-3.52,삼성,IT,반도체
2026.03.31 10:05 장중,SK하이닉스,5851286,821000,-5.96,SK,IT,반도체
2026.03.31 10:05 장중,LG에너지솔루션,931320,398000,-2.93,LG,소재,배터리
2026.03.31 10:05 장중,현대차,929600,454000,-3.3,현대차,자유소비재,자동차
2026.03.31 10:05 장중,삼성바이오로직스,706863,1527000,-0.2,삼성,헬스케어,바이오
2026.03.31 10:05 장중,한화에어로스페이스,645574,1252000,-4.28,한화,산업재,방산
2026.03.31 10:05 장중,SK스퀘어,631376,478000,-6.27,SK,산업재,지주
2026.03.31 10:05 장중,두산에너빌리티,600206,93700,-0.53,두산,산업재,전력기기
2026.03.31 10:05 장중,기아,570784,146200,-3.5,현대차,자유소비재,자동차
2026.03.31 10:05 장중,KB금융,533176,143000,-1.99,KB금융,금융,은행
2026.03.31 10:05 장중,HD현대중공업,502764,479000,-0.21,HD현대,산업재,조선
2026.03.31 10:05 장중,셀트리온,460017,199100,-1.19,셀트리온,헬스케어,바이오
2026.03.31 10:05 장중,삼성생명,426000,213000,-2.96,삼성,금융,보험
2026.03.31 10:05 장중,신한지주,419594,88400,-2.32,신한금융,금융,은행
2026.03.31 10:05 장중,삼성물산,412720,254500,-1.93,삼성,산업재,상사
2026.03.31 10:05 장중,한화오션,381791,124600,5.41,한화,산업재,조선
2026.03.31 10:05 장중,현대모비스,347959,383500,-3.64,현대차,자유소비재,자동차부품
2026.03.31 10:05 장중,미래에셋증권,343186,61800,-1.44,미래에셋,금융,증권
2026.03.31 10:05 장중,삼성SDI,332012,412000,-0.12,삼성,소재,배터리
2026.03.31 10:05 장중,NAVER,317234,202250,-2.29,NAVER,커뮤니케이션서비스,플랫폼
2026.03.31 10:05 장중,삼성전기,312967,419000,-2.33,삼성,IT,전자부품
2026.03.31 10:05 장중,HD현대일렉트릭,304959,846000,-2.98,HD현대,산업재,전력기기
2026.03.31 10:05 장중,고려아연,296605,1421000,-3.86,영풍,소재,금속소재
2026.03.31 10:05 장중,하나금융지주,293912,105600,-1.49,하나금융,금융,은행
2026.03.31 10:05 장중,POSCO홀딩스,272339,336500,-1.9,포스코,소재,철강
2026.03.31 10:05 장중,한국전력,266736,41550,-1.54,한국전력,유틸리티,전력
2026.03.31 10:05 장중,HD한국조선해양,248060,350500,1.01,HD현대,산업재,조선
2026.03.31 10:05 장중,한미반도체,236613,248250,-4.7,한미반도체,IT,반도체장비
2026.03.31 10:05 장중,우리금융지주,234170,31900,-1.69,우리금융,금융,은행
2026.03.31 10:05 장중,효성중공업,232554,2494000,-0.36,효성,산업재,전력기기
2026.03.31 10:05 장중,LS ELECTRIC,223200,744000,-4.0,LS,산업재,전력기기
2026.03.31 10:05 장중,SK,220408,304000,-6.32,SK,산업재,지주
2026.03.31 10:05 장중,삼성중공업,219560,24950,1.84,삼성,산업재,조선
2026.03.31 10:05 장중,한화시스템,219335,116100,-3.81,한화,산업재,방산
2026.03.31 10:05 장중,LG화학,218836,310000,-3.73,LG,소재,화학
2026.03.31 10:05 장중,삼성화재,206590,449000,0.79,삼성,금융,보험
2026.03.31 10:05 장중,카카오,204337,46150,-2.02,카카오,커뮤니케이션서비스,플랫폼
2026.03.31 10:05 장중,메리츠금융지주,191478,113300,-0.53,메리츠,금융,금융지주
2026.03.31 10:05 장중,HD현대,190571,241250,-1.93,HD현대,산업재,지주
2026.03.31 10:05 장중,현대로템,188161,172400,-4.22,현대차,산업재,방산
2026.03.31 10:05 장중,SK이노베이션,188156,111300,-1.85,SK,에너지,정유
2026.03.31 10:05 장중,KT&G,185776,162000,3.12,KT&G,필수소비재,기호품
2026.03.31 10:05 장중,포스코퓨처엠,185008,208000,-3.03,포스코,소재,배터리
2026.03.31 10:05 장중,HMM,182139,19310,-1.23,HMM,산업재,물류운송
2026.03.31 10:05 장중,LG전자,172171,105700,-2.4,LG,자유소비재,가전
2026.03.31 10:05 장중,두산,170845,1055000,-5.13,두산,산업재,지주
2026.03.31 10:05 장중,기업은행,170649,21400,-2.73,IBK,금융,은행
