기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.03.31 14:36 장중,삼성전자,10027867,169400,-3.91,삼성,IT,반도체
2026.03.31 14:36 장중,SK하이닉스,5865540,823000,-5.73,SK,IT,반도체
2026.03.31 14:36 장중,LG에너지솔루션,926640,396000,-3.41,LG,소재,배터리
2026.03.31 14:36 장중,현대차,916803,447750,-4.63,현대차,자유소비재,자동차
2026.03.31 14:36 장중,삼성바이오로직스,709640,1533000,0.2,삼성,헬스케어,바이오
2026.03.31 14:36 장중,한화에어로스페이스,636808,1235000,-5.58,한화,산업재,방산
2026.03.31 14:36 장중,SK스퀘어,620809,470000,-7.84,SK,산업재,지주
2026.03.31 14:36 장중,두산에너빌리티,591878,92400,-1.91,두산,산업재,전력기기
2026.03.31 14:36 장중,기아,570393,146100,-3.56,현대차,자유소비재,자동차
2026.03.31 14:36 장중,KB금융,535040,143500,-1.64,KB금융,금융,은행
2026.03.31 14:36 장중,HD현대중공업,491743,468500,-2.4,HD현대,산업재,조선
2026.03.31 14:36 장중,셀트리온,456782,197700,-1.89,셀트리온,헬스케어,바이오
2026.03.31 14:36 장중,삼성생명,423500,211750,-3.53,삼성,금융,보험
2026.03.31 14:36 장중,신한지주,420544,88600,-2.1,신한금융,금융,은행
2026.03.31 14:36 장중,삼성물산,411909,254000,-2.12,삼성,산업재,상사
2026.03.31 14:36 장중,한화오션,371067,121100,2.45,한화,산업재,조선
2026.03.31 14:36 장중,현대모비스,344784,380000,-4.52,현대차,자유소비재,자동차부품
2026.03.31 14:36 장중,미래에셋증권,343741,61900,-1.28,미래에셋,금융,증권
2026.03.31 14:36 장중,삼성SDI,332415,412500,0.0,삼성,소재,배터리
2026.03.31 14:36 장중,NAVER,316058,201500,-2.66,NAVER,커뮤니케이션서비스,플랫폼
2026.03.31 14:36 장중,삼성전기,306244,410000,-4.43,삼성,IT,전자부품
2026.03.31 14:36 장중,HD현대일렉트릭,302796,840000,-3.67,HD현대,산업재,전력기기
2026.03.31 14:36 장중,하나금융지주,299757,107700,0.47,하나금융,금융,은행
2026.03.31 14:36 장중,고려아연,298066,1428000,-3.38,영풍,소재,금속소재
2026.03.31 14:36 장중,POSCO홀딩스,271125,335000,-2.33,포스코,소재,철강
2026.03.31 14:36 장중,한국전력,269625,42000,-0.47,한국전력,유틸리티,전력
2026.03.31 14:36 장중,HD한국조선해양,243813,344500,-0.72,HD현대,산업재,조선
2026.03.31 14:36 장중,한미반도체,243046,255000,-2.11,한미반도체,IT,반도체장비
2026.03.31 14:36 장중,우리금융지주,236373,32200,-0.77,우리금융,금융,은행
2026.03.31 14:36 장중,효성중공업,231715,2485000,-0.72,효성,산업재,전력기기
2026.03.31 14:36 장중,SK,218414,301250,-7.16,SK,산업재,지주
2026.03.31 14:36 장중,한화시스템,218013,115400,-4.39,한화,산업재,방산
2026.03.31 14:36 장중,LS ELECTRIC,217500,725000,-6.45,LS,산업재,전력기기
2026.03.31 14:36 장중,삼성중공업,215160,24450,-0.2,삼성,산업재,조선
2026.03.31 14:36 장중,LG화학,211424,299500,-6.99,LG,소재,화학
2026.03.31 14:36 장중,삼성화재,203369,442000,-0.79,삼성,금융,보험
2026.03.31 14:36 장중,카카오,203230,45900,-2.55,카카오,커뮤니케이션서비스,플랫폼
2026.03.31 14:36 장중,메리츠금융지주,189281,112000,-1.67,메리츠,금융,금융지주
2026.03.31 14:36 장중,HD현대,188793,239000,-2.85,HD현대,산업재,지주
2026.03.31 14:36 장중,현대로템,186306,170700,-5.17,현대차,산업재,방산
2026.03.31 14:36 장중,SK이노베이션,184437,109100,-3.79,SK,에너지,정유
