기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.07.20 장마감,삼성전자,14264920,244000,-4.31,삼성,IT,반도체
2026.07.20 장마감,SK하이닉스,12572070,1764000,-4.23,SK,IT,반도체
2026.07.20 장마감,SK스퀘어,1553150,1177000,-2.89,SK,산업재,지주
2026.07.20 장마감,삼성전기,952345,1275000,-0.16,삼성,IT,전자부품
2026.07.20 장마감,현대차,816983,399000,-6.12,현대차,자유소비재,자동차
2026.07.20 장마감,LG에너지솔루션,742950,317500,-4.94,LG,소재,배터리
2026.07.20 장마감,삼성바이오로직스,622613,1345000,-3.65,삼성,헬스케어,바이오
2026.07.20 장마감,삼성생명,603000,301500,-8.91,삼성,금융,보험
2026.07.20 장마감,KB금융,598713,168800,-6.79,KB금융,금융,은행
2026.07.20 장마감,기아,546578,140000,-6.48,현대차,자유소비재,자동차
2026.07.20 장마감,삼성물산,514882,317500,-8.24,삼성,산업재,상사
2026.07.20 장마감,신한지주,483198,101800,-5.65,신한금융,금융,은행
2026.07.20 장마감,HD현대중공업,470751,448500,-7.33,HD현대,산업재,조선
2026.07.20 장마감,한화에어로스페이스,451180,875000,-7.21,한화,산업재,방산
2026.07.20 장마감,현대모비스,428711,472500,-1.97,현대차,자유소비재,자동차부품
2026.07.20 장마감,SK,419791,579000,-0.17,SK,산업재,지주
2026.07.20 장마감,두산에너빌리티,415084,64800,-7.03,두산,산업재,전력기기
2026.07.20 장마감,셀트리온,401388,172600,-1.82,셀트리온,헬스케어,바이오
2026.07.20 장마감,하나금융지주,366007,133400,-2.49,하나금융,금융,은행
2026.07.20 장마감,삼성SDI,323148,401000,-7.71,삼성,소재,배터리
2026.07.20 장마감,NAVER,291759,185900,-2.16,NAVER,커뮤니케이션서비스,플랫폼
2026.07.20 장마감,LG전자,272343,167200,-6.59,LG,자유소비재,가전
2026.07.20 장마감,HD현대일렉트릭,271074,752000,-5.65,HD현대,산업재,전력기기
2026.07.20 장마감,LS ELECTRIC,268950,179300,-5.63,LS,산업재,전력기기
2026.07.20 장마감,삼성화재,268778,602000,-14.12,삼성,금융,보험
2026.07.20 장마감,한화오션,254936,83200,-4.04,한화,산업재,조선
2026.07.20 장마감,HD한국조선해양,240629,340000,-3.95,HD현대,산업재,조선
2026.07.20 장마감,POSCO홀딩스,239706,302500,-2.89,포스코,소재,철강
2026.07.20 장마감,효성중공업,236750,2539000,-8.96,효성,산업재,전력기기
2026.07.20 장마감,우리금융지주,222431,30550,-3.02,우리금융,금융,은행
2026.07.20 장마감,한국전력,211848,33000,-3.08,한국전력,유틸리티,전력
2026.07.20 장마감,한미반도체,211593,222000,-8.45,한미반도체,IT,반도체장비
2026.07.20 장마감,미래에셋증권,207320,37050,-7.49,미래에셋,금융,증권
2026.07.20 장마감,고려아연,199546,956000,-7.09,영풍,소재,금속소재
2026.07.20 장마감,SK이노베이션,197623,116900,-3.71,SK,에너지,정유
2026.07.20 장마감,HMM,190062,20150,0.5,HMM,산업재,물류운송
2026.07.20 장마감,메리츠금융지주,189102,113000,-4.48,메리츠,금융,금융지주
2026.07.20 장마감,KT&G,186236,179400,-0.28,KT&G,필수소비재,기호품
2026.07.20 장마감,삼성중공업,184360,20950,-6.05,삼성,산업재,조선
2026.07.20 장마감,SK텔레콤,181927,84700,-5.57,SK,커뮤니케이션서비스,통신
2026.07.20 장마감,두산,181209,1119000,-6.91,두산,산업재,지주
2026.07.20 장마감,LG화학,178599,253000,-2.88,LG,소재,화학
2026.07.20 장마감,기업은행,169054,21200,-1.85,IBK,금융,은행
