기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.07.27 장마감,삼성전자,14849548,254000,1.8,삼성,IT,반도체
2026.07.27 장마감,SK하이닉스,12942675,1816000,3.24,SK,IT,반도체
2026.07.27 장마감,SK스퀘어,1446264,1096000,-1.17,SK,산업재,지주
2026.07.27 장마감,삼성전기,989691,1325000,-0.08,삼성,IT,전자부품
2026.07.27 장마감,현대차,825174,403000,0.5,현대차,자유소비재,자동차
2026.07.27 장마감,LG에너지솔루션,779220,333000,1.06,LG,소재,배터리
2026.07.27 장마감,삼성바이오로직스,715195,1545000,1.78,삼성,헬스케어,바이오
2026.07.27 장마감,삼성생명,623000,311500,-2.04,삼성,금융,보험
2026.07.27 장마감,KB금융,612191,172600,0.64,KB금융,금융,은행
2026.07.27 장마감,삼성물산,550559,339500,-0.73,삼성,산업재,상사
2026.07.27 장마감,HD현대중공업,510636,486500,0.21,HD현대,산업재,조선
2026.07.27 장마감,기아,509099,130400,-0.08,현대차,자유소비재,자동차
2026.07.27 장마감,신한지주,498387,105000,0.57,신한금융,금융,은행
2026.07.27 장마감,한화에어로스페이스,463555,899000,-8.17,한화,산업재,방산
2026.07.27 장마감,두산에너빌리티,454158,70900,-1.66,두산,산업재,전력기기
2026.07.27 장마감,SK,451692,623000,-1.11,SK,산업재,지주
2026.07.27 장마감,현대모비스,420546,463500,-3.84,현대차,자유소비재,자동차부품
2026.07.27 장마감,셀트리온,415573,178700,0.62,셀트리온,헬스케어,바이오
2026.07.27 장마감,하나금융지주,358324,130600,-1.36,하나금융,금융,은행
2026.07.27 장마감,NAVER,353125,225000,8.43,NAVER,커뮤니케이션서비스,플랫폼
2026.07.27 장마감,삼성SDI,347324,431000,0.7,삼성,소재,배터리
2026.07.27 장마감,LS ELECTRIC,300000,200000,-0.99,LS,산업재,전력기기
2026.07.27 장마감,삼성화재,287976,645000,0.16,삼성,금융,보험
2026.07.27 장마감,HD현대일렉트릭,287296,797000,-1.6,HD현대,산업재,전력기기
2026.07.27 장마감,LG전자,280650,172300,1.83,LG,자유소비재,가전
2026.07.27 장마감,한화오션,272095,88800,1.02,한화,산업재,조선
2026.07.27 장마감,HD한국조선해양,267876,378500,1.75,HD현대,산업재,조선
2026.07.27 장마감,POSCO홀딩스,250403,316000,0.96,포스코,소재,철강
2026.07.27 장마감,효성중공업,244769,2625000,-2.09,효성,산업재,전력기기
2026.07.27 장마감,우리금융지주,240998,33100,7.29,우리금융,금융,은행
2026.07.27 장마감,한국전력,232391,36200,2.26,한국전력,유틸리티,전력
2026.07.27 장마감,고려아연,214783,1029000,-4.28,영풍,소재,금속소재
2026.07.27 장마감,SK텔레콤,210279,97900,-2.1,SK,커뮤니케이션서비스,통신
2026.07.27 장마감,메리츠금융지주,210188,125600,1.87,메리츠,금융,금융지주
2026.07.27 장마감,미래에셋증권,207320,37050,0.41,미래에셋,금융,증권
2026.07.27 장마감,삼성중공업,199320,22650,-1.09,삼성,산업재,조선
2026.07.27 장마감,SK이노베이션,197285,116700,-10.3,SK,에너지,정유
2026.07.27 장마감,한미반도체,194913,204500,2.25,한미반도체,IT,반도체장비
2026.07.27 장마감,HMM,194779,20650,-4.62,HMM,산업재,물류운송
2026.07.27 장마감,두산,193840,1197000,0.5,두산,산업재,지주
