기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.04.03 14:53 장중,삼성전자,11063803,186900,4.76,삼성,IT,반도체
2026.04.03 14:53 장중,SK하이닉스,6300289,884000,6.51,SK,IT,반도체
2026.04.03 14:53 장중,현대차,964409,471000,1.18,현대차,자유소비재,자동차
2026.04.03 14:53 장중,LG에너지솔루션,932490,398500,-1.48,LG,소재,배터리
2026.04.03 14:53 장중,한화에어로스페이스,751279,1457000,2.82,한화,산업재,방산
2026.04.03 14:53 장중,삼성바이오로직스,719824,1555000,-1.89,삼성,헬스케어,바이오
2026.04.03 14:53 장중,SK스퀘어,635339,481000,2.45,SK,산업재,지주
2026.04.03 14:53 장중,두산에너빌리티,621985,97100,3.74,두산,산업재,전력기기
2026.04.03 14:53 장중,기아,591085,151400,0.53,현대차,자유소비재,자동차
2026.04.03 14:53 장중,KB금융,542125,145400,-0.75,KB금융,금융,은행
2026.04.03 14:53 장중,HD현대중공업,498566,475000,8.2,HD현대,산업재,조선
2026.04.03 14:53 장중,셀트리온,452392,195800,-0.46,셀트리온,헬스케어,바이오
2026.04.03 14:53 장중,삼성생명,443000,221500,2.07,삼성,금융,보험
2026.04.03 14:53 장중,신한지주,435258,91700,0.0,신한금융,금융,은행
2026.04.03 14:53 장중,삼성물산,425694,262500,-0.57,삼성,산업재,상사
2026.04.03 14:53 장중,한화오션,390677,127500,6.87,한화,산업재,조선
2026.04.03 14:53 장중,삼성SDI,354979,440500,-0.56,삼성,소재,배터리
2026.04.03 14:53 장중,현대모비스,353857,390000,0.13,현대차,자유소비재,자동차부품
2026.04.03 14:53 장중,미래에셋증권,351515,63300,2.76,미래에셋,금융,증권
2026.04.03 14:53 장중,삼성전기,340603,456000,9.35,삼성,IT,전자부품
2026.04.03 14:53 장중,HD현대일렉트릭,319378,886000,0.45,HD현대,산업재,전력기기
2026.04.03 14:53 장중,고려아연,311425,1492000,1.63,영풍,소재,금속소재
2026.04.03 14:53 장중,NAVER,310725,198100,1.17,NAVER,커뮤니케이션서비스,플랫폼
2026.04.03 14:53 장중,하나금융지주,306715,110200,-0.18,하나금융,금융,은행
2026.04.03 14:53 장중,POSCO홀딩스,282051,348500,2.2,포스코,소재,철강
2026.04.03 14:53 장중,HD한국조선해양,263984,373000,6.42,HD현대,산업재,조선
2026.04.03 14:53 장중,한국전력,258391,40250,-2.42,한국전력,유틸리티,전력
2026.04.03 14:53 장중,한화시스템,256553,135800,5.11,한화,산업재,방산
2026.04.03 14:53 장중,한미반도체,244952,257000,0.39,한미반도체,IT,반도체장비
2026.04.03 14:53 장중,삼성중공업,244640,27800,3.35,삼성,산업재,조선
2026.04.03 14:53 장중,효성중공업,239548,2569000,2.03,효성,산업재,전력기기
2026.04.03 14:53 장중,우리금융지주,235271,32050,-0.47,우리금융,금융,은행
2026.04.03 14:53 장중,LS ELECTRIC,230400,768000,1.19,LS,산업재,전력기기
2026.04.03 14:53 장중,SK,227296,313500,1.79,SK,산업재,지주
2026.04.03 14:53 장중,현대로템,227016,208000,3.23,현대차,산업재,방산
2026.04.03 14:53 장중,LG화학,214248,303500,0.5,LG,소재,화학
2026.04.03 14:53 장중,삼성화재,203829,443000,-0.23,삼성,금융,보험
2026.04.03 14:53 장중,카카오,200352,45250,-0.33,카카오,커뮤니케이션서비스,플랫폼
2026.04.03 14:53 장중,SK이노베이션,199144,117800,1.99,SK,에너지,정유
2026.04.03 14:53 장중,HD현대,194323,246000,1.65,HD현대,산업재,지주
2026.04.03 14:53 장중,메리츠금융지주,190126,112500,0.72,메리츠,금융,금융지주
2026.04.03 14:53 장중,LIG넥스원,190080,864000,10.2,LIG,산업재,방산
2026.04.03 14:53 장중,HMM,189591,20100,-0.25,HMM,산업재,물류운송
2026.04.03 14:53 장중,포스코퓨처엠,186342,209500,-1.64,포스코,소재,배터리
2026.04.03 14:53 장중,KT&G,179240,156300,1.1,KT&G,필수소비재,기호품
2026.04.03 14:53 장중,한국항공우주,178867,183500,-0.38,KAI,산업재,방산
2026.04.03 14:53 장중,LG전자,176243,108200,-0.55,LG,자유소비재,가전
2026.04.03 14:53 장중,SK텔레콤,173550,80800,3.86,SK,커뮤니케이션서비스,통신
2026.04.03 14:53 장중,기업은행,170250,21350,-1.39,IBK,금융,은행
2026.04.03 14:53 장중,두산,168740,1042000,2.06,두산,산업재,지주
2026.04.03 14:53 장중,현대건설,168704,151500,1.81,현대차,산업재,건설
2026.04.03 14:53 장중,현대글로비스,157500,210000,-0.71,현대차,산업재,물류운송
2026.04.03 14:53 장중,포스코인터내셔널,151294,86000,8.18,포스코,산업재,상사
2026.04.03 14:53 장중,KT,150457,59700,0.51,KT,커뮤니케이션서비스,통신
2026.04.03 14:53 장중,LG,133710,86700,2.24,LG,산업재,지주
2026.04.03 14:53 장중,S-Oil,126543,112400,5.54,S-Oil,에너지,정유
2026.04.03 14:53 장중,삼성에피스홀딩스,123918,498000,0.91,삼성,산업재,지주
2026.04.03 14:53 장중,에이피알,123359,329500,-2.95,에이피알,필수소비재,화장품
2026.04.03 14:53 장중,삼성에스디에스,118311,152900,1.53,삼성,IT,IT서비스
2026.04.03 14:53 장중,한국금융지주,117582,211000,-1.17,한국투자금융,금융,금융지주
2026.04.03 14:53 장중,하이브,116068,269500,0.37,하이브,커뮤니케이션서비스,엔터테인먼트
2026.04.03 14:53 장중,크래프톤,115908,244500,-1.21,크래프톤,커뮤니케이션서비스,게임
2026.04.03 14:53 장중,DB손해보험,112402,162000,-0.12,DB,금융,보험
2026.04.03 14:53 장중,카카오뱅크,111390,23350,-1.48,카카오,금융,은행
2026.04.03 14:53 장중,키움증권,107861,411500,1.86,다우키움,금융,증권
2026.04.03 14:53 장중,NH투자증권,106903,30000,0.84,NH,금융,증권
2026.04.03 14:53 장중,현대오토에버,103800,378500,-0.26,현대차,IT,IT서비스
2026.04.03 14:53 장중,삼양식품,93485,1241000,-2.51,삼양,필수소비재,식품
2026.04.03 14:53 장중,한화,85378,113900,2.71,한화,산업재,지주
2026.04.03 14:53 장중,대한항공,84323,22900,-1.29,한진,산업재,물류운송
2026.04.03 14:53 장중,LS,83460,267500,1.13,LS,산업재,지주
2026.04.03 14:53 장중,삼성증권,83138,93100,0.54,삼성,금융,증권
2026.04.03 14:53 장중,HD현대마린솔루션,79082,176400,3.64,HD현대,산업재,조선
2026.04.03 14:53 장중,삼성E&A,78596,40100,14.25,삼성,산업재,건설
2026.04.03 14:53 장중,아모레퍼시픽,76976,131600,-2.01,아모레퍼시픽,필수소비재,화장품
2026.04.03 14:53 장중,LG이노텍,76918,325000,-1.07,LG,IT,전자부품
2026.04.03 14:53 장중,이수페타시스,75318,102600,0.79,이수,IT,전자부품
2026.04.03 14:53 장중,유한양행,73993,92900,0.0,유한,헬스케어,바이오
2026.04.03 14:53 장중,SK바이오팜,73380,93700,-0.64,SK,헬스케어,바이오
2026.04.03 14:53 장중,한진칼,72971,109300,-1.53,한진,산업재,지주
2026.04.03 14:53 장중,대우건설,69908,16820,2.31,중흥,산업재,건설
2026.04.03 14:53 장중,한화솔루션,67124,39050,9.69,한화,소재,화학
