기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류
2026.05.21 장마감,삼성전자,17509604,299500,8.51,삼성,IT,반도체
2026.05.21 장마감,SK하이닉스,13826426,1940000,11.17,SK,IT,반도체
2026.05.21 장마감,SK스퀘어,1555789,1179000,14.58,SK,산업재,지주
2026.05.21 장마감,현대차,1363687,666000,12.5,현대차,자유소비재,자동차
2026.05.21 장마감,LG에너지솔루션,938340,401000,4.29,LG,소재,배터리
2026.05.21 장마감,삼성전기,899312,1204000,13.48,삼성,IT,전자부품
2026.05.21 장마감,삼성생명,710000,355000,13.78,삼성,금융,보험
2026.05.21 장마감,HD현대중공업,705339,672000,5.66,HD현대,산업재,조선
2026.05.21 장마감,두산에너빌리티,694368,108400,7.01,두산,산업재,전력기기
2026.05.21 장마감,삼성물산,678671,418500,12.96,삼성,산업재,상사
2026.05.21 장마감,기아,655503,167900,12.38,현대차,자유소비재,자동차
2026.05.21 장마감,삼성바이오로직스,645759,1395000,4.34,삼성,헬스케어,바이오
2026.05.21 장마감,한화에어로스페이스,643511,1248000,-0.08,한화,산업재,방산
2026.05.21 장마감,현대모비스,607908,670000,25.23,현대차,자유소비재,자동차부품
2026.05.21 장마감,KB금융,580901,155800,2.7,KB금융,금융,은행
2026.05.21 장마감,삼성SDI,496407,616000,8.07,삼성,소재,배터리
2026.05.21 장마감,신한지주,449972,94800,0.85,신한금융,금융,은행
2026.05.21 장마감,셀트리온,421144,189600,5.69,셀트리온,헬스케어,바이오
2026.05.21 장마감,SK,417616,576000,9.51,SK,산업재,지주
2026.05.21 장마감,HD현대일렉트릭,409495,1136000,6.57,HD현대,산업재,전력기기
2026.05.21 장마감,LS ELECTRIC,407250,271500,13.84,LS,산업재,전력기기
2026.05.21 장마감,LG전자,382779,235000,29.83,LG,자유소비재,가전
2026.05.21 장마감,미래에셋증권,372112,66500,7.26,미래에셋,금융,증권
2026.05.21 장마감,효성중공업,366361,3929000,10.09,효성,산업재,전력기기
2026.05.21 장마감,POSCO홀딩스,351436,443500,6.35,포스코,소재,철강
2026.05.21 장마감,한화오션,348086,113600,2.81,한화,산업재,조선
2026.05.21 장마감,하나금융지주,327595,119400,3.29,하나금융,금융,은행
2026.05.21 장마감,한미반도체,316913,332500,15.65,한미반도체,IT,반도체장비
2026.05.21 장마감,NAVER,312963,199500,4.18,NAVER,커뮤니케이션서비스,플랫폼
2026.05.21 장마감,HD한국조선해양,293708,415000,4.01,HD현대,산업재,조선
2026.05.21 장마감,고려아연,293265,1405000,6.93,영풍,소재,금속소재
2026.05.21 장마감,두산,259101,1600000,8.25,두산,산업재,지주
2026.05.21 장마감,한국전력,252934,39400,6.78,한국전력,유틸리티,전력
2026.05.21 장마감,삼성화재,252705,566000,4.24,삼성,금융,보험
2026.05.21 장마감,삼성중공업,252120,28650,3.62,삼성,산업재,조선
2026.05.21 장마감,LG화학,245661,348000,4.82,LG,소재,화학
2026.05.21 장마감,우리금융지주,223159,30400,1.0,우리금융,금융,은행
2026.05.21 장마감,SK텔레콤,220804,102800,4.79,SK,커뮤니케이션서비스,통신
2026.05.21 장마감,HD현대,219206,277500,7.14,HD현대,산업재,지주
2026.05.21 장마감,현대로템,213373,195500,2.62,현대차,산업재,방산
2026.05.21 장마감,포스코퓨처엠,206355,232000,7.16,포스코,소재,배터리
2026.05.21 장마감,SK이노베이션,200835,118800,2.86,SK,에너지,정유
2026.05.21 장마감,LG이노텍,198330,838000,10.26,LG,IT,전자부품
2026.05.21 장마감,한화시스템,196098,103800,2.17,한화,산업재,방산
2026.05.21 장마감,HMM,191006,20250,2.95,HMM,산업재,물류운송
2026.05.21 장마감,LG,189693,123000,19.3,LG,산업재,지주
2026.05.21 장마감,LIG디펜스앤에어로스페이스,189640,862000,3.48,,,
2026.05.21 장마감,KT&G,187897,181000,1.57,KT&G,필수소비재,기호품
2026.05.21 장마감,카카오,184627,41800,4.11,카카오,커뮤니케이션서비스,플랫폼
2026.05.21 장마감,메리츠금융지주,182241,108900,0.65,메리츠,금융,금융지주
2026.05.21 장마감,현대글로비스,175125,233500,10.93,현대차,산업재,물류운송
2026.05.21 장마감,현대오토에버,172497,629000,12.72,현대차,IT,IT서비스
2026.05.21 장마감,현대건설,163804,147100,8.0,현대차,산업재,건설
2026.05.21 장마감,기업은행,162675,20400,0.49,IBK,금융,은행
2026.05.21 장마감,LS,162552,521000,4.2,LS,산업재,지주
2026.05.21 장마감,한국항공우주,160347,164500,4.11,KAI,산업재,방산
2026.05.21 장마감,에이피알,149565,399500,2.44,에이피알,필수소비재,화장품
2026.05.21 장마감,삼성에스디에스,143381,185300,12.44,삼성,IT,IT서비스
2026.05.21 장마감,KT,140376,55700,-0.18,KT,커뮤니케이션서비스,통신
2026.05.21 장마감,한국금융지주,139036,249500,7.31,한국투자금융,금융,금융지주
2026.05.21 장마감,S-Oil,120801,107300,-3.16,S-Oil,에너지,정유
2026.05.21 장마감,삼성에피스홀딩스,120683,485000,4.41,삼성,산업재,지주
2026.05.21 장마감,크래프톤,119022,258000,-2.82,크래프톤,커뮤니케이션서비스,게임
2026.05.21 장마감,포스코인터내셔널,117868,67000,-1.76,포스코,산업재,상사
2026.05.21 장마감,대우건설,116492,28350,6.38,중흥,산업재,건설
2026.05.21 장마감,NH투자증권,113674,31900,4.76,NH,금융,증권
2026.05.21 장마감,대한전선,109756,56000,7.69,호반,산업재,전력기기
2026.05.21 장마감,삼성증권,109303,122400,8.61,삼성,금융,증권
2026.05.21 장마감,키움증권,107536,410000,12.79,다우키움,금융,증권
2026.05.21 장마감,카카오뱅크,107352,22500,2.51,카카오,금융,은행
2026.05.21 장마감,HD현대마린솔루션,103117,230000,3.6,HD현대,산업재,조선
