기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
09.02~09.09 Weekly,삼성전자,15755721,269500,7.58,삼성,IT,반도체,250500
09.02~09.09 Weekly,SK하이닉스,13557938,1856000,15.07,SK,IT,반도체,1613000
09.02~09.09 Weekly,SK스퀘어,1501295,1138000,15.89,SK,산업재,지주,982000
09.02~09.09 Weekly,삼성전기,1048699,1404000,0.29,삼성,IT,전자부품,1400000
09.02~09.09 Weekly,LG에너지솔루션,868140,371000,6.76,LG,소재,배터리,347500
09.02~09.09 Weekly,현대차,794460,388000,2.65,현대차,자유소비재,자동차,378000
09.02~09.09 Weekly,삼성바이오로직스,672145,1452000,-3.26,삼성,헬스케어,바이오,1501000
09.02~09.09 Weekly,KB금융,610063,172000,1.71,KB금융,금융,은행,169100
09.02~09.09 Weekly,삼성물산,609750,376000,0.8,삼성,산업재,상사,373000
09.02~09.09 Weekly,삼성생명,607000,303500,3.23,삼성,금융,보험,294000
09.02~09.09 Weekly,두산에너빌리티,587395,91700,19.71,두산,산업재,전력기기,76600
09.02~09.09 Weekly,한화에어로스페이스,539869,1047000,2.15,한화,산업재,방산,1025000
09.02~09.09 Weekly,신한지주,519212,110600,0.09,신한금융,금융,은행,110500
09.02~09.09 Weekly,기아,495044,126800,1.93,현대차,자유소비재,자동차,124400
09.02~09.09 Weekly,HD현대중공업,486495,463500,9.83,HD현대,산업재,조선,422000
09.02~09.09 Weekly,삼성SDI,462561,574000,6.69,삼성,소재,배터리,538000
09.02~09.09 Weekly,SK,436466,602000,10.46,SK,산업재,지주,545000
09.02~09.09 Weekly,셀트리온,425922,183100,-1.72,셀트리온,헬스케어,바이오,186300
09.02~09.09 Weekly,현대모비스,375001,417500,0.48,현대차,자유소비재,자동차부품,415500
09.02~09.09 Weekly,하나금융지주,367653,134000,-0.67,하나금융,금융,은행,134900
09.02~09.09 Weekly,LG전자,333099,204500,2.0,LG,자유소비재,가전,200500
09.02~09.09 Weekly,NAVER,319361,210000,0.48,NAVER,커뮤니케이션서비스,플랫폼,209000
09.02~09.09 Weekly,LS ELECTRIC,317250,211500,8.07,LS,산업재,전력기기,195700
09.02~09.09 Weekly,삼성화재,286190,641000,-2.44,삼성,금융,보험,657000
09.02~09.09 Weekly,효성중공업,273302,2931000,6.0,효성,산업재,전력기기,2765000
09.02~09.09 Weekly,HD현대일렉트릭,270714,751000,5.63,HD현대,산업재,전력기기,711000
09.02~09.09 Weekly,한화오션,269950,88100,7.44,한화,산업재,조선,82000
09.02~09.09 Weekly,POSCO홀딩스,267044,337000,2.12,포스코,소재,철강,330000
09.02~09.09 Weekly,SK이노베이션,259496,153500,16.73,SK,에너지,정유,131500
09.02~09.09 Weekly,고려아연,256111,1227000,0.9,영풍,소재,금속소재,1216000
09.02~09.09 Weekly,HD한국조선해양,251952,356000,8.04,HD현대,산업재,조선,329500
09.02~09.09 Weekly,우리금융지주,246823,33500,-2.9,우리금융,금융,은행,34500
09.02~09.09 Weekly,한미반도체,238757,250500,17.33,한미반도체,IT,반도체장비,213500
09.02~09.09 Weekly,한국전력,216663,33750,8.0,한국전력,유틸리티,전력,31250
09.02~09.09 Weekly,두산,210358,1299000,15.88,두산,산업재,지주,1121000
09.02~09.09 Weekly,메리츠금융지주,209184,125000,-3.7,메리츠,금융,금융지주,129800
09.02~09.09 Weekly,HD현대,201432,255000,21.72,HD현대,산업재,지주,209500
09.02~09.09 Weekly,LG화학,201188,285000,5.95,LG,소재,화학,269000
09.02~09.09 Weekly,HMM,196665,20850,0.24,HMM,산업재,물류운송,20800
09.02~09.09 Weekly,SK텔레콤,196103,91300,-0.11,SK,커뮤니케이션서비스,통신,91400
09.02~09.09 Weekly,미래에셋증권,190329,35050,6.21,미래에셋,금융,증권,33000
09.02~09.09 Weekly,삼성중공업,190080,21600,8.32,삼성,산업재,조선,19940
09.02~09.09 Weekly,S-Oil,186775,165900,9.94,S-Oil,에너지,정유,150900
09.02~09.09 Weekly,LG,180070,119100,0.51,LG,산업재,지주,118500
09.02~09.09 Weekly,KT&G,174817,168400,-3.44,KT&G,필수소비재,기호품,174400
09.02~09.09 Weekly,삼성에스디에스,173713,224500,-3.65,삼성,IT,IT서비스,233000
09.02~09.09 Weekly,포스코퓨처엠,170866,192100,9.15,포스코,소재,배터리,176000
09.02~09.09 Weekly,기업은행,164270,20600,-1.2,IBK,금융,은행,20850
09.02~09.09 Weekly,카카오,155271,35050,-0.14,카카오,커뮤니케이션서비스,플랫폼,35100
09.02~09.09 Weekly,현대글로비스,151875,202500,3.85,현대차,산업재,물류운송,195000
09.02~09.09 Weekly,현대건설,148771,133600,18.65,현대차,산업재,건설,112600
