기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
08.28~09.04 Weekly,삼성전자,14937242,255500,-3.95,삼성,IT,반도체,266000
08.28~09.04 Weekly,SK하이닉스,12031209,1647000,-4.8,SK,IT,반도체,1730000
08.28~09.04 Weekly,SK스퀘어,1373329,1041000,-2.53,SK,산업재,지주,1068000
08.28~09.04 Weekly,삼성전기,1046459,1401000,1.16,삼성,IT,전자부품,1385000
08.28~09.04 Weekly,LG에너지솔루션,838890,358500,-3.24,LG,소재,배터리,370500
08.28~09.04 Weekly,현대차,785246,383500,-3.64,현대차,자유소비재,자동차,398000
08.28~09.04 Weekly,삼성바이오로직스,669830,1447000,-9.22,삼성,헬스케어,바이오,1594000
08.28~09.04 Weekly,KB금융,610063,172000,2.32,KB금융,금융,은행,168100
08.28~09.04 Weekly,삼성물산,595155,367000,-2.26,삼성,산업재,상사,375500
08.28~09.04 Weekly,삼성생명,595000,297500,-3.09,삼성,금융,보험,307000
08.28~09.04 Weekly,한화에어로스페이스,543994,1055000,-8.26,한화,산업재,방산,1150000
08.28~09.04 Weekly,신한지주,517804,110300,1.38,신한금융,금융,은행,108800
08.28~09.04 Weekly,두산에너빌리티,507324,79200,-7.8,두산,산업재,전력기기,85900
08.28~09.04 Weekly,기아,493872,126500,0.32,현대차,자유소비재,자동차,126100
08.28~09.04 Weekly,HD현대중공업,458156,436500,-7.13,HD현대,산업재,조선,470000
08.28~09.04 Weekly,삼성SDI,441609,548000,-3.69,삼성,소재,배터리,569000
08.28~09.04 Weekly,셀트리온,437553,188100,-1.67,셀트리온,헬스케어,바이오,191300
08.28~09.04 Weekly,SK,415440,573000,3.06,SK,산업재,지주,556000
08.28~09.04 Weekly,현대모비스,379043,422000,-6.53,현대차,자유소비재,자동차부품,451500
08.28~09.04 Weekly,하나금융지주,368476,134300,0.52,하나금융,금융,은행,133600
08.28~09.04 Weekly,LG전자,328213,201500,1.61,LG,자유소비재,가전,198300
08.28~09.04 Weekly,NAVER,324683,213500,-1.39,NAVER,커뮤니케이션서비스,플랫폼,216500
08.28~09.04 Weekly,삼성화재,296013,663000,-2.79,삼성,금융,보험,682000
08.28~09.04 Weekly,LS ELECTRIC,292950,195300,-11.03,LS,산업재,전력기기,219500
08.28~09.04 Weekly,POSCO홀딩스,267044,337000,-0.74,포스코,소재,철강,339500
08.28~09.04 Weekly,한화오션,265967,86800,-3.12,한화,산업재,조선,89600
08.28~09.04 Weekly,HD현대일렉트릭,257377,714000,-13.03,HD현대,산업재,전력기기,821000
08.28~09.04 Weekly,고려아연,255068,1222000,-10.93,영풍,소재,금속소재,1372000
08.28~09.04 Weekly,효성중공업,254747,2732000,-11.27,효성,산업재,전력기기,3079000
08.28~09.04 Weekly,HD한국조선해양,246644,348500,-3.33,HD현대,산업재,조선,360500
08.28~09.04 Weekly,우리금융지주,244613,33200,0.76,우리금융,금융,은행,32950
08.28~09.04 Weekly,SK이노베이션,233800,138300,23.48,SK,에너지,정유,112000
08.28~09.04 Weekly,메리츠금융지주,226756,135500,13.87,메리츠,금융,금융지주,119000
08.28~09.04 Weekly,한미반도체,219218,230000,3.6,한미반도체,IT,반도체장비,222000
08.28~09.04 Weekly,한국전력,206391,32150,-5.3,한국전력,유틸리티,전력,33950
08.28~09.04 Weekly,LG화학,199070,282000,2.73,LG,소재,화학,274500
08.28~09.04 Weekly,SK텔레콤,198681,92500,-6.66,SK,커뮤니케이션서비스,통신,99100
08.28~09.04 Weekly,HMM,198552,21050,-1.86,HMM,산업재,물류운송,21450
08.28~09.04 Weekly,HD현대,189978,240500,11.34,HD현대,산업재,지주,216000
08.28~09.04 Weekly,삼성중공업,188320,21400,1.9,삼성,산업재,조선,21000
08.28~09.04 Weekly,미래에셋증권,187071,34450,-4.57,미래에셋,금융,증권,36100
08.28~09.04 Weekly,두산,184934,1142000,-5.93,두산,산업재,지주,1214000
08.28~09.04 Weekly,삼성에스디에스,184159,238000,1.71,삼성,IT,IT서비스,234000
08.28~09.04 Weekly,LG,183094,121100,5.76,LG,산업재,지주,114500
08.28~09.04 Weekly,KT&G,179073,172500,-1.15,KT&G,필수소비재,기호품,174500
08.28~09.04 Weekly,S-Oil,177093,157300,15.07,S-Oil,에너지,정유,136700
08.28~09.04 Weekly,기업은행,165067,20700,0.98,IBK,금융,은행,20500
08.28~09.04 Weekly,포스코퓨처엠,163305,183600,-0.22,포스코,소재,배터리,184000
08.28~09.04 Weekly,카카오,160366,36200,0.56,카카오,커뮤니케이션서비스,플랫폼,36000
08.28~09.04 Weekly,현대글로비스,154500,206000,1.23,현대차,산업재,물류운송,203500
08.28~09.04 Weekly,에이피알,147506,394000,-9.32,에이피알,필수소비재,화장품,434500
08.28~09.04 Weekly,LIG디펜스앤에어로스페이스,143440,652000,-12.48,LIG,산업재,방산,745000
08.28~09.04 Weekly,현대로템,138392,126800,-8.51,현대차,산업재,방산,138600
08.28~09.04 Weekly,KT,136848,54300,0.74,KT,커뮤니케이션서비스,통신,53900
08.28~09.04 Weekly,현대건설,133293,119700,-7.42,현대차,산업재,건설,129300
08.28~09.04 Weekly,LG이노텍,133009,562000,-5.86,LG,IT,전자부품,597000
08.28~09.04 Weekly,한화시스템,129977,68800,-11.68,한화,산업재,방산,77900
08.28~09.04 Weekly,DB손해보험,128184,195700,6.36,DB,금융,보험,184000
08.28~09.04 Weekly,한국항공우주,123306,126500,-8.07,KAI,산업재,방산,137600
08.28~09.04 Weekly,GS,115098,123900,0.57,GS,산업재,지주,123200
08.28~09.04 Weekly,대한항공,111203,30200,7.09,한진,산업재,물류운송,28200
08.28~09.04 Weekly,현대오토에버,108325,395000,-4.47,현대차,IT,IT서비스,413500
08.28~09.04 Weekly,삼양식품,106743,1417000,-4.26,삼양,필수소비재,식품,1480000
08.28~09.04 Weekly,한국금융지주,105211,188800,-1.36,한국투자금융,금융,금융지주,191400
08.28~09.04 Weekly,카카오뱅크,104728,21950,1.62,카카오,금융,은행,21600
08.28~09.04 Weekly,크래프톤,99044,216500,-1.37,크래프톤,커뮤니케이션서비스,게임,219500
08.28~09.04 Weekly,NH투자증권,98393,26650,0.19,NH,금융,증권,26600
08.28~09.04 Weekly,한진칼,97473,146000,15.32,한진,산업재,지주,126600
08.28~09.04 Weekly,포스코인터내셔널,96230,54700,4.19,포스코,산업재,상사,52500
08.28~09.04 Weekly,HD현대마린솔루션,94374,210500,-4.75,HD현대,산업재,조선,221000
08.28~09.04 Weekly,LS,93444,299500,-4.31,LS,산업재,지주,313000
08.28~09.04 Weekly,삼성E&A,89866,45850,-8.48,삼성,산업재,건설,50100
08.28~09.04 Weekly,삼성에피스홀딩스,88584,356000,-7.77,삼성,산업재,지주,386000
08.28~09.04 Weekly,아모레퍼시픽,83820,143300,0.63,아모레퍼시픽,필수소비재,화장품,142400
08.28~09.04 Weekly,이수페타시스,81558,111100,-1.51,이수,IT,전자부품,112800
08.28~09.04 Weekly,한국타이어앤테크놀로지,81014,65400,-0.3,한국앤컴퍼니,자유소비재,자동차,65600
08.28~09.04 Weekly,삼성증권,77512,86800,-1.7,삼성,금융,증권,88300
08.28~09.04 Weekly,하이브,76946,178500,0.0,하이브,커뮤니케이션서비스,엔터테인먼트,178500
08.28~09.04 Weekly,한화,73274,137400,5.53,한화,산업재,지주,130200
08.28~09.04 Weekly,LG씨엔에스,71792,74100,-0.4,LG,IT,IT서비스,74400
08.28~09.04 Weekly,키움증권,70948,270500,-3.22,다우키움,금융,증권,279500
08.28~09.04 Weekly,코웨이,70343,99400,1.12,넷마블,자유소비재,생활가전/렌탈,98300
08.28~09.04 Weekly,대우건설,69238,16850,-15.75,중흥,산업재,건설,20000
08.28~09.04 Weekly,SK바이오팜,67819,86600,-1.59,SK,헬스케어,바이오,88000
08.28~09.04 Weekly,한화솔루션,67580,30050,-10.03,한화,소재,화학,33400
08.28~09.04 Weekly,HD건설기계,67091,140000,-0.43,HD현대,산업재,건설기계,140600
08.28~09.04 Weekly,카카오페이,63984,47300,0.85,카카오,금융,핀테크,46900
08.28~09.04 Weekly,LG유플러스,62646,14760,0.14,LG,커뮤니케이션서비스,통신,14740
08.28~09.04 Weekly,한미약품,60660,473500,-6.05,한미,헬스케어,바이오,504000
08.28~09.04 Weekly,두산밥캣,60198,62800,1.45,두산,산업재,건설기계,61900
08.28~09.04 Weekly,유한양행,59923,81400,-1.57,유한,헬스케어,바이오,82700
08.28~09.04 Weekly,산일전기,58742,191700,-4.86,산일전기,산업재,전력기기,201500
08.28~09.04 Weekly,JB금융지주,57822,31000,10.71,JB금융,금융,은행,28000
08.28~09.04 Weekly,대한전선,53702,27400,-8.05,호반,산업재,전력기기,29800
08.28~09.04 Weekly,삼성카드,53469,46150,-0.43,삼성,금융,카드,46350
08.28~09.04 Weekly,오리온,49925,126300,0.08,오리온,필수소비재,식품,126200
08.28~09.04 Weekly,엘앤에프,49350,121300,-6.55,엘앤에프,소재,배터리,129800
08.28~09.04 Weekly,NC,47828,222000,-0.45,,,,223000
