기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
04.10~04.17 Weekly,삼성전자,12627962,216000,4.85,삼성,IT,반도체,206000
04.10~04.17 Weekly,SK하이닉스,8039283,1128000,9.83,SK,IT,반도체,1027000
04.10~04.17 Weekly,현대차,1101597,538000,9.91,현대차,자유소비재,자동차,489500
04.10~04.17 Weekly,LG에너지솔루션,978120,418000,1.46,LG,소재,배터리,412000
04.10~04.17 Weekly,SK스퀘어,899956,682000,20.07,SK,산업재,지주,568000
04.10~04.17 Weekly,삼성바이오로직스,741118,1601000,1.91,삼성,헬스케어,바이오,1571000
04.10~04.17 Weekly,한화에어로스페이스,733747,1423000,-5.57,한화,산업재,방산,1507000
04.10~04.17 Weekly,두산에너빌리티,695009,108500,8.28,두산,산업재,전력기기,100200
04.10~04.17 Weekly,기아,621537,159200,6.85,현대차,자유소비재,자동차,149000
04.10~04.17 Weekly,KB금융,605136,162300,2.53,KB금융,금융,은행,158300
04.10~04.17 Weekly,HD현대중공업,539501,514000,8.21,HD현대,산업재,조선,475000
04.10~04.17 Weekly,삼성전기,507170,679000,20.18,삼성,IT,전자부품,565000
04.10~04.17 Weekly,삼성생명,507000,253500,8.1,삼성,금융,보험,234500
04.10~04.17 Weekly,삼성물산,488939,301500,-0.33,삼성,산업재,상사,302500
04.10~04.17 Weekly,신한지주,472756,99600,0.91,신한금융,금융,은행,98700
04.10~04.17 Weekly,셀트리온,460522,207500,3.91,셀트리온,헬스케어,바이오,199700
04.10~04.17 Weekly,삼성SDI,413404,513000,6.65,삼성,소재,배터리,481000
04.10~04.17 Weekly,한화오션,398337,130000,5.35,한화,산업재,조선,123400
04.10~04.17 Weekly,HD현대일렉트릭,391832,1087000,8.81,HD현대,산업재,전력기기,999000
04.10~04.17 Weekly,미래에셋증권,390943,70400,5.86,미래에셋,금융,증권,66500
04.10~04.17 Weekly,현대모비스,387428,427000,6.09,현대차,자유소비재,자동차부품,402500
04.10~04.17 Weekly,고려아연,350457,1679000,6.2,영풍,소재,금속소재,1581000
04.10~04.17 Weekly,하나금융지주,343732,123500,3.35,하나금융,금융,은행,119500
04.10~04.17 Weekly,NAVER,339586,216500,7.18,NAVER,커뮤니케이션서비스,플랫폼,202000
04.10~04.17 Weekly,POSCO홀딩스,305080,385000,4.34,포스코,소재,철강,369000
04.10~04.17 Weekly,HD한국조선해양,296893,419500,6.47,HD현대,산업재,조선,394000
04.10~04.17 Weekly,한국전력,294662,45900,5.76,한국전력,유틸리티,전력,43400
04.10~04.17 Weekly,LS ELECTRIC,279750,186500,-76.33,LS,산업재,전력기기,788000
04.10~04.17 Weekly,효성중공업,277872,2980000,1.36,효성,산업재,전력기기,2940000
04.10~04.17 Weekly,한미반도체,273069,286500,0.17,한미반도체,IT,반도체장비,286000
04.10~04.17 Weekly,SK,267172,368500,4.1,SK,산업재,지주,354000
04.10~04.17 Weekly,우리금융지주,262065,35700,4.54,우리금융,금융,은행,34150
04.10~04.17 Weekly,삼성중공업,255640,29050,1.75,삼성,산업재,조선,28550
04.10~04.17 Weekly,LG화학,254132,360000,1.12,LG,소재,화학,356000
04.10~04.17 Weekly,한화시스템,244651,129500,-2.85,한화,산업재,방산,133300
04.10~04.17 Weekly,현대로템,235747,216000,2.86,현대차,산업재,방산,210000
04.10~04.17 Weekly,카카오,221500,50000,4.82,카카오,커뮤니케이션서비스,플랫폼,47700
04.10~04.17 Weekly,SK이노베이션,218754,129400,5.72,SK,에너지,정유,122400
04.10~04.17 Weekly,두산,215378,1330000,3.83,두산,산업재,지주,1281000
04.10~04.17 Weekly,삼성화재,214308,480000,2.24,삼성,금융,보험,469500
04.10~04.17 Weekly,SK텔레콤,211139,98300,5.7,SK,커뮤니케이션서비스,통신,93000
04.10~04.17 Weekly,포스코퓨처엠,208579,234500,7.82,포스코,소재,배터리,217500
04.10~04.17 Weekly,HD현대,204987,259500,2.98,HD현대,산업재,지주,252000
04.10~04.17 Weekly,LG전자,202305,124200,4.9,LG,자유소비재,가전,118400
04.10~04.17 Weekly,HMM,199023,21100,-2.54,HMM,산업재,물류운송,21650
04.10~04.17 Weekly,메리츠금융지주,198914,117700,1.82,메리츠,금융,금융지주,115600
04.10~04.17 Weekly,현대건설,197100,177000,-1.39,현대차,산업재,건설,179500
04.10~04.17 Weekly,KT&G,196441,171300,4.26,KT&G,필수소비재,기호품,164300
04.10~04.17 Weekly,한국항공우주,183643,188400,-5.75,KAI,산업재,방산,199900
04.10~04.17 Weekly,기업은행,179820,22550,0.89,IBK,금융,은행,22350
04.10~04.17 Weekly,현대글로비스,170625,227500,4.12,현대차,산업재,물류운송,218500
04.10~04.17 Weekly,KT,161042,63900,2.9,KT,커뮤니케이션서비스,통신,62100
04.10~04.17 Weekly,에이피알,157053,419500,6.74,에이피알,필수소비재,화장품,393000
