기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
06.15~06.19 Weekly,삼성전자,20695826,354000,5.04,삼성,IT,반도체,337000
06.15~06.19 Weekly,SK하이닉스,19699093,2764000,20.8,SK,IT,반도체,2288000
06.15~06.19 Weekly,SK스퀘어,2348859,1780000,25.97,SK,산업재,지주,1413000
06.15~06.19 Weekly,삼성전기,1695547,2270000,13.56,삼성,IT,전자부품,1999000
06.15~06.19 Weekly,현대차,1255165,613000,-5.26,현대차,자유소비재,자동차,647000
06.15~06.19 Weekly,삼성생명,994000,497000,17.49,삼성,금융,보험,423000
06.15~06.19 Weekly,LG에너지솔루션,946530,404500,-3.8,LG,소재,배터리,420500
06.15~06.19 Weekly,삼성물산,797054,491500,-0.71,삼성,산업재,상사,495000
06.15~06.19 Weekly,HD현대중공업,700091,667000,-6.58,HD현대,산업재,조선,714000
06.15~06.19 Weekly,삼성바이오로직스,636038,1374000,3.15,삼성,헬스케어,바이오,1332000
06.15~06.19 Weekly,두산에너빌리티,627109,97900,-1.9,두산,산업재,전력기기,99800
06.15~06.19 Weekly,기아,604750,154900,-7.52,현대차,자유소비재,자동차,167500
06.15~06.19 Weekly,한화에어로스페이스,578541,1122000,3.51,한화,산업재,방산,1084000
06.15~06.19 Weekly,KB금융,561471,158300,-6.66,KB금융,금융,은행,169600
06.15~06.19 Weekly,현대모비스,555283,612000,-4.38,현대차,자유소비재,자동차부품,640000
06.15~06.19 Weekly,SK,524920,724000,12.07,SK,산업재,지주,646000
06.15~06.19 Weekly,신한지주,478926,100900,-4.45,신한금융,금융,은행,105600
06.15~06.19 Weekly,삼성SDI,447250,555000,0.36,삼성,소재,배터리,553000
06.15~06.19 Weekly,한화오션,393435,128400,4.05,한화,산업재,조선,123400
06.15~06.19 Weekly,HD현대일렉트릭,388588,1078000,-9.72,HD현대,산업재,전력기기,1194000
06.15~06.19 Weekly,LS ELECTRIC,388500,259000,0.58,LS,산업재,전력기기,257500
06.15~06.19 Weekly,셀트리온,377442,170300,-2.69,셀트리온,헬스케어,바이오,175000
06.15~06.19 Weekly,NAVER,360057,229500,-7.46,NAVER,커뮤니케이션서비스,플랫폼,248000
06.15~06.19 Weekly,효성중공업,359461,3855000,2.75,효성,산업재,전력기기,3752000
