기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
05.22~05.29 Weekly,삼성전자,18532703,317000,8.38,삼성,IT,반도체,292500
05.22~05.29 Weekly,SK하이닉스,16627346,2333000,20.2,SK,IT,반도체,1941000
05.22~05.29 Weekly,SK스퀘어,1627047,1233000,4.05,SK,산업재,지주,1185000
05.22~05.29 Weekly,삼성전기,1588735,2127000,58.73,삼성,IT,전자부품,1340000
05.22~05.29 Weekly,현대차,1480399,723000,10.38,현대차,자유소비재,자동차,655000
05.22~05.29 Weekly,LG에너지솔루션,1071720,458000,14.93,LG,소재,배터리,398500
05.22~05.29 Weekly,삼성생명,777000,388500,6.58,삼성,금융,보험,364500
05.22~05.29 Weekly,HD현대중공업,730530,696000,2.35,HD현대,산업재,조선,680000
05.22~05.29 Weekly,삼성물산,701375,432500,2.85,삼성,산업재,상사,420500
05.22~05.29 Weekly,현대모비스,696826,768000,18.89,현대차,자유소비재,자동차부품,646000
05.22~05.29 Weekly,두산에너빌리티,676433,105600,-5.38,두산,산업재,전력기기,111600
05.22~05.29 Weekly,기아,660579,169200,2.67,현대차,자유소비재,자동차,164800
05.22~05.29 Weekly,삼성바이오로직스,630946,1363000,-3.67,삼성,헬스케어,바이오,1415000
05.22~05.29 Weekly,한화에어로스페이스,604839,1173000,-6.98,한화,산업재,방산,1261000
05.22~05.29 Weekly,KB금융,561513,150600,-5.88,KB금융,금융,은행,160000
05.22~05.29 Weekly,삼성SDI,554428,688000,6.34,삼성,소재,배터리,647000
05.22~05.29 Weekly,SK,490118,676000,5.3,SK,산업재,지주,642000
05.22~05.29 Weekly,LG전자,477252,293000,23.63,LG,자유소비재,가전,237000
05.22~05.29 Weekly,신한지주,444276,93600,-4.68,신한금융,금융,은행,98200
05.22~05.29 Weekly,셀트리온,428474,192900,-2.92,셀트리온,헬스케어,바이오,198700
05.22~05.29 Weekly,HD현대일렉트릭,379576,1053000,-10.23,HD현대,산업재,전력기기,1173000
05.22~05.29 Weekly,한화오션,377808,123300,0.9,한화,산업재,조선,122200
05.22~05.29 Weekly,NAVER,367085,234000,15.27,NAVER,커뮤니케이션서비스,플랫폼,203000
05.22~05.29 Weekly,LS ELECTRIC,362250,241500,-14.06,LS,산업재,전력기기,281000
05.22~05.29 Weekly,LG이노텍,345066,1458000,68.75,LG,IT,전자부품,864000
05.22~05.29 Weekly,효성중공업,343610,3685000,-8.04,효성,산업재,전력기기,4007000
05.22~05.29 Weekly,미래에셋증권,343574,61400,-9.04,미래에셋,금융,증권,67500
05.22~05.29 Weekly,POSCO홀딩스,335588,423500,-5.36,포스코,소재,철강,447500
05.22~05.29 Weekly,두산,319342,1972000,23.79,두산,산업재,지주,1593000
05.22~05.29 Weekly,하나금융지주,315797,115100,-5.73,하나금융,금융,은행,122100
05.22~05.29 Weekly,HD한국조선해양,299370,423000,0.48,HD현대,산업재,조선,421000
05.22~05.29 Weekly,고려아연,286586,1373000,-3.99,영풍,소재,금속소재,1430000
05.22~05.29 Weekly,한미반도체,268780,282000,-12.01,한미반도체,IT,반도체장비,320500
05.22~05.29 Weekly,LG화학,259074,367000,4.56,LG,소재,화학,351000
05.22~05.29 Weekly,현대오토에버,255317,931000,47.54,현대차,IT,IT서비스,631000
05.22~05.29 Weekly,삼성화재,254044,569000,0.0,삼성,금융,보험,569000
05.22~05.29 Weekly,한국전력,249724,38900,-2.02,한국전력,유틸리티,전력,39700
05.22~05.29 Weekly,삼성중공업,245960,27950,-5.25,삼성,산업재,조선,29500
05.22~05.29 Weekly,삼성에스디에스,231360,299000,53.57,삼성,IT,IT서비스,194700
05.22~05.29 Weekly,LG,226089,146600,23.71,LG,산업재,지주,118500
05.22~05.29 Weekly,HD현대,219206,277500,-1.6,HD현대,산업재,지주,282000
05.22~05.29 Weekly,현대로템,218830,200500,-2.67,현대차,산업재,방산,206000
05.22~05.29 Weekly,포스코퓨처엠,218363,245500,1.03,포스코,소재,배터리,243000
05.22~05.29 Weekly,우리금융지주,218021,29700,-5.86,우리금융,금융,은행,31550
05.22~05.29 Weekly,SK텔레콤,216079,100600,-2.14,SK,커뮤니케이션서비스,통신,102800
05.22~05.29 Weekly,SK이노베이션,201511,119200,-3.64,SK,에너지,정유,123700
05.22~05.29 Weekly,한화시스템,198365,105000,-4.02,한화,산업재,방산,109400
05.22~05.29 Weekly,KT&G,191738,184700,-1.76,KT&G,필수소비재,기호품,188000
05.22~05.29 Weekly,카카오,185289,41950,0.24,카카오,커뮤니케이션서비스,플랫폼,41850
05.22~05.29 Weekly,HMM,184497,19560,-4.59,HMM,산업재,물류운송,20500
05.22~05.29 Weekly,현대글로비스,181875,242500,2.54,현대차,산업재,물류운송,236500
05.22~05.29 Weekly,LIG디펜스앤에어로스페이스,176220,801000,-13.41,,,,925000
05.22~05.29 Weekly,메리츠금융지주,172200,102900,-5.77,메리츠,금융,금융지주,109200
05.22~05.29 Weekly,한국항공우주,164051,168300,-0.06,KAI,산업재,방산,168400
05.22~05.29 Weekly,현대건설,163693,147000,-2.2,현대차,산업재,건설,150300
05.22~05.29 Weekly,기업은행,161080,20200,-3.81,IBK,금융,은행,21000
05.22~05.29 Weekly,에이피알,148068,395500,1.15,에이피알,필수소비재,화장품,391000
05.22~05.29 Weekly,LS,139152,446000,-18.01,LS,산업재,지주,544000
05.22~05.29 Weekly,KT,133067,52800,-5.38,KT,커뮤니케이션서비스,통신,55800
05.22~05.29 Weekly,한국금융지주,132349,237500,-6.68,한국투자금융,금융,금융지주,254500
05.22~05.29 Weekly,S-Oil,120914,107400,-1.47,S-Oil,에너지,정유,109000
05.22~05.29 Weekly,삼성에피스홀딩스,120434,484000,-3.2,삼성,산업재,지주,500000
05.22~05.29 Weekly,크래프톤,118803,257500,-4.98,크래프톤,커뮤니케이션서비스,게임,271000
05.22~05.29 Weekly,포스코인터내셔널,112239,63800,-9.25,포스코,산업재,상사,70300
05.22~05.29 Weekly,LG씨엔에스,110256,113800,36.78,LG,IT,IT서비스,83200
05.22~05.29 Weekly,대우건설,107658,26200,-8.23,중흥,산업재,건설,28550
05.22~05.29 Weekly,NH투자증권,107616,30200,-8.07,NH,금융,증권,32850
05.22~05.29 Weekly,삼성증권,106981,119800,-7.78,삼성,금융,증권,129900
05.22~05.29 Weekly,카카오뱅크,106875,22400,-1.75,카카오,금융,은행,22800
05.22~05.29 Weekly,삼성E&A,103684,52900,-0.94,삼성,산업재,건설,53400
05.22~05.29 Weekly,HD현대마린솔루션,100427,224000,-8.76,HD현대,산업재,조선,245500
05.22~05.29 Weekly,대한항공,98683,26800,0.0,한진,산업재,물류운송,26800
05.22~05.29 Weekly,키움증권,97176,370500,-8.97,다우키움,금융,증권,407000
05.22~05.29 Weekly,이수페타시스,94845,129200,2.46,이수,IT,전자부품,126100
05.22~05.29 Weekly,하이브,94825,220000,-6.38,하이브,커뮤니케이션서비스,엔터테인먼트,235000
05.22~05.29 Weekly,한화,94269,133700,-4.84,한화,산업재,지주,140500
05.22~05.29 Weekly,DB손해보험,93731,143100,-7.38,DB,금융,보험,154500
05.22~05.29 Weekly,삼양식품,90773,1205000,-8.37,삼양,필수소비재,식품,1315000
05.22~05.29 Weekly,대한전선,89079,45450,-17.06,호반,산업재,전력기기,54800
05.22~05.29 Weekly,한국타이어앤테크놀로지,82749,66800,5.53,한국앤컴퍼니,자유소비재,자동차,63300
05.22~05.29 Weekly,LG디스플레이,80450,16090,6.2,LG,IT,디스플레이,15150
05.22~05.29 Weekly,산일전기,75621,247000,-12.57,산일전기,산업재,전력기기,282500
05.22~05.29 Weekly,한진칼,73505,110100,-6.46,한진,산업재,지주,117700
05.22~05.29 Weekly,한화솔루션,71937,41850,-1.99,한화,소재,화학,42700
05.22~05.29 Weekly,SK바이오팜,70247,89700,-8.28,SK,헬스케어,바이오,97800
05.22~05.29 Weekly,두산로보틱스,69033,106500,-0.09,두산,산업재,로봇산업,106600
05.22~05.29 Weekly,LG유플러스,68460,16130,2.35,LG,커뮤니케이션서비스,통신,15760
05.22~05.29 Weekly,엘앤에프,68087,168300,5.92,엘앤에프,소재,배터리,158900
05.22~05.29 Weekly,유한양행,67700,85000,-3.74,유한,헬스케어,바이오,88300
05.22~05.29 Weekly,GS,67349,72500,-5.72,GS,산업재,지주,76900
05.22~05.29 Weekly,아모레퍼시픽,67325,115100,-4.08,아모레퍼시픽,필수소비재,화장품,120000
05.22~05.29 Weekly,OCI홀딩스,65252,349500,11.13,OCI,산업재,지주,314500
05.22~05.29 Weekly,코웨이,63691,90000,-4.46,넷마블,자유소비재,생활가전/렌탈,94200
05.22~05.29 Weekly,카카오페이,62962,46550,-6.9,카카오,금융,핀테크,50000
05.22~05.29 Weekly,한미약품,62902,491000,8.15,한미,헬스케어,바이오,454000
05.22~05.29 Weekly,NC,62370,289500,4.89,,,,276000
05.22~05.29 Weekly,두산밥캣,62019,64700,-5.96,두산,산업재,건설기계,68800
05.22~05.29 Weekly,한화엔진,53573,64200,-14.17,한화,산업재,조선,74800
