기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
05.01~05.08 Weekly,삼성전자,15697258,268500,21.77,삼성,IT,반도체,220500
05.01~05.08 Weekly,SK하이닉스,12016162,1686000,31.1,SK,IT,반도체,1286000
05.01~05.08 Weekly,SK스퀘어,1448903,1098000,30.56,SK,산업재,지주,841000
05.01~05.08 Weekly,현대차,1255165,613000,15.44,현대차,자유소비재,자동차,531000
05.01~05.08 Weekly,LG에너지솔루션,1115010,476500,3.47,LG,소재,배터리,460500
05.01~05.08 Weekly,두산에너빌리티,830167,129600,1.97,두산,산업재,전력기기,127100
05.01~05.08 Weekly,HD현대중공업,690645,658000,-3.94,HD현대,산업재,조선,685000
05.01~05.08 Weekly,삼성물산,685164,422500,41.54,삼성,산업재,상사,298500
05.01~05.08 Weekly,삼성전기,682700,914000,9.86,삼성,IT,전자부품,832000
05.01~05.08 Weekly,삼성바이오로직스,681403,1472000,0.14,삼성,헬스케어,바이오,1470000
05.01~05.08 Weekly,한화에어로스페이스,673934,1307000,-7.76,한화,산업재,방산,1417000
05.01~05.08 Weekly,기아,642229,164500,8.37,현대차,자유소비재,자동차,151800
05.01~05.08 Weekly,KB금융,602899,161700,0.75,KB금융,금융,은행,160500
05.01~05.08 Weekly,삼성생명,590000,295000,18.24,삼성,금융,보험,249500
05.01~05.08 Weekly,삼성SDI,546370,678000,-2.45,삼성,소재,배터리,695000
05.01~05.08 Weekly,HD현대일렉트릭,505741,1403000,12.06,HD현대,산업재,전력기기,1252000
05.01~05.08 Weekly,LS ELECTRIC,469500,313000,12.59,LS,산업재,전력기기,278000
05.01~05.08 Weekly,신한지주,465161,98000,-1.9,신한금융,금융,은행,99900
05.01~05.08 Weekly,현대모비스,461829,509000,19.76,현대차,자유소비재,자동차부품,425000
05.01~05.08 Weekly,미래에셋증권,445415,79600,22.84,미래에셋,금융,증권,64800
05.01~05.08 Weekly,셀트리온,440326,198400,-1.05,셀트리온,헬스케어,바이오,200500
05.01~05.08 Weekly,POSCO홀딩스,416018,525000,13.64,포스코,소재,철강,462000
05.01~05.08 Weekly,효성중공업,410094,4398000,12.42,효성,산업재,전력기기,3912000
05.01~05.08 Weekly,SK,398765,550000,29.41,SK,산업재,지주,425000
05.01~05.08 Weekly,한화오션,386387,126100,-4.32,한화,산업재,조선,131800
05.01~05.08 Weekly,한미반도체,371718,390000,5.98,한미반도체,IT,반도체장비,368000
05.01~05.08 Weekly,하나금융지주,347075,126500,-1.09,하나금융,금융,은행,127900
05.01~05.08 Weekly,NAVER,337279,215000,1.9,NAVER,커뮤니케이션서비스,플랫폼,211000
05.01~05.08 Weekly,고려아연,325410,1559000,-1.27,영풍,소재,금속소재,1579000
05.01~05.08 Weekly,HD한국조선해양,319894,452000,-2.06,HD현대,산업재,조선,461500
05.01~05.08 Weekly,LG화학,303194,429500,8.19,LG,소재,화학,397000
