기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
06.20~06.26 Weekly,삼성전자,19848116,339500,-4.1,삼성,IT,반도체,354000
06.20~06.26 Weekly,SK하이닉스,19050534,2673000,-3.29,SK,IT,반도체,2764000
06.20~06.26 Weekly,SK스퀘어,2269684,1720000,-3.37,SK,산업재,지주,1780000
06.20~06.26 Weekly,삼성전기,1488645,1993000,-12.2,삼성,IT,전자부품,2270000
06.20~06.26 Weekly,현대차,983861,480500,-21.62,현대차,자유소비재,자동차,613000
06.20~06.26 Weekly,삼성생명,865000,432500,-12.98,삼성,금융,보험,497000
06.20~06.26 Weekly,삼성물산,801919,494500,0.61,삼성,산업재,상사,491500
06.20~06.26 Weekly,LG에너지솔루션,775710,331500,-18.05,LG,소재,배터리,404500
06.20~06.26 Weekly,삼성바이오로직스,621687,1343000,-2.26,삼성,헬스케어,바이오,1374000
06.20~06.26 Weekly,HD현대중공업,591981,564000,-15.44,HD현대,산업재,조선,667000
06.20~06.26 Weekly,SK,590897,815000,12.57,SK,산업재,지주,724000
06.20~06.26 Weekly,KB금융,529549,149300,-5.69,KB금융,금융,은행,158300
06.20~06.26 Weekly,기아,528229,135300,-12.65,현대차,자유소비재,자동차,154900
06.20~06.26 Weekly,한화에어로스페이스,521306,1011000,-9.89,한화,산업재,방산,1122000
06.20~06.26 Weekly,두산에너빌리티,519495,81100,-17.16,두산,산업재,전력기기,97900
06.20~06.26 Weekly,현대모비스,441414,486500,-20.51,현대차,자유소비재,자동차부품,612000
06.20~06.26 Weekly,신한지주,434783,91600,-9.22,신한금융,금융,은행,100900
06.20~06.26 Weekly,셀트리온,367690,165900,-2.58,셀트리온,헬스케어,바이오,170300
06.20~06.26 Weekly,삼성SDI,366664,455000,-18.02,삼성,소재,배터리,555000
06.20~06.26 Weekly,LG전자,319091,195900,-7.38,LG,자유소비재,가전,211500
06.20~06.26 Weekly,HD현대일렉트릭,318296,883000,-18.09,HD현대,산업재,전력기기,1078000
06.20~06.26 Weekly,NAVER,308127,196400,-14.42,NAVER,커뮤니케이션서비스,플랫폼,229500
06.20~06.26 Weekly,LS ELECTRIC,304500,203000,-21.62,LS,산업재,전력기기,259000
06.20~06.26 Weekly,하나금융지주,300981,109700,-11.17,하나금융,금융,은행,123500
06.20~06.26 Weekly,한화오션,300285,98000,-23.68,한화,산업재,조선,128400
06.20~06.26 Weekly,효성중공업,289341,3103000,-19.51,효성,산업재,전력기기,3855000
06.20~06.26 Weekly,삼성화재,283958,636000,-9.14,삼성,금융,보험,700000
06.20~06.26 Weekly,한미반도체,245429,257500,-12.71,한미반도체,IT,반도체장비,295000
06.20~06.26 Weekly,HD한국조선해양,244521,345500,-17.54,HD현대,산업재,조선,419000
06.20~06.26 Weekly,POSCO홀딩스,241687,305000,-14.45,포스코,소재,철강,356500
06.20~06.26 Weekly,한국전력,238169,37100,-2.11,한국전력,유틸리티,전력,37900
06.20~06.26 Weekly,두산,233515,1442000,-11.59,두산,산업재,지주,1631000
06.20~06.26 Weekly,미래에셋증권,225226,40250,-17.44,미래에셋,금융,증권,48750
