기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
06.05~06.12 Weekly,삼성전자,18854249,322500,-1.98,삼성,IT,반도체,329000
06.05~06.12 Weekly,SK하이닉스,15323101,2150000,3.86,SK,IT,반도체,2070000
06.05~06.12 Weekly,SK스퀘어,1791995,1358000,7.95,SK,산업재,지주,1258000
06.05~06.12 Weekly,삼성전기,1280250,1714000,-2.45,삼성,IT,전자부품,1757000
06.05~06.12 Weekly,현대차,1242880,607000,-13.29,현대차,자유소비재,자동차,700000
06.05~06.12 Weekly,LG에너지솔루션,936000,400000,-3.38,LG,소재,배터리,414000
06.05~06.12 Weekly,삼성생명,771000,385500,-6.55,삼성,금융,보험,412500
06.05~06.12 Weekly,삼성물산,700564,432000,-6.19,삼성,산업재,상사,460500
06.05~06.12 Weekly,HD현대중공업,682248,650000,-2.11,HD현대,산업재,조선,664000
06.05~06.12 Weekly,기아,651209,166800,3.54,현대차,자유소비재,자동차,161100
06.05~06.12 Weekly,삼성바이오로직스,599468,1295000,-3.36,삼성,헬스케어,바이오,1340000
06.05~06.12 Weekly,두산에너빌리티,596362,93100,-2.62,두산,산업재,전력기기,95600
06.05~06.12 Weekly,KB금융,571757,161200,-6.06,KB금융,금융,은행,171600
06.05~06.12 Weekly,한화에어로스페이스,555853,1078000,2.76,한화,산업재,방산,1049000
06.05~06.12 Weekly,현대모비스,550747,607000,-12.91,현대차,자유소비재,자동차부품,697000
06.05~06.12 Weekly,신한지주,472756,99600,-7.35,신한금융,금융,은행,107500
06.05~06.12 Weekly,삼성SDI,434356,539000,-5.11,삼성,소재,배터리,568000
06.05~06.12 Weekly,SK,429941,593000,-5.12,SK,산업재,지주,625000
06.05~06.12 Weekly,HD현대일렉트릭,407333,1130000,18.2,HD현대,산업재,전력기기,956000
06.05~06.12 Weekly,NAVER,387478,247000,-3.33,NAVER,커뮤니케이션서비스,플랫폼,255500
06.05~06.12 Weekly,셀트리온,383426,173000,0.93,셀트리온,헬스케어,바이오,171400
06.05~06.12 Weekly,LG전자,367305,225500,-25.58,LG,자유소비재,가전,303000
06.05~06.12 Weekly,한화오션,345328,112700,0.45,한화,산업재,조선,112200
06.05~06.12 Weekly,한미반도체,344077,361000,27.56,한미반도체,IT,반도체장비,283000
06.05~06.12 Weekly,LS ELECTRIC,333750,222500,-1.98,LS,산업재,전력기기,227000
06.05~06.12 Weekly,하나금융지주,331985,121000,-2.1,하나금융,금융,은행,123600
06.05~06.12 Weekly,효성중공업,314797,3376000,-0.12,효성,산업재,전력기기,3380000
06.05~06.12 Weekly,두산,307035,1896000,8.97,두산,산업재,지주,1740000
06.05~06.12 Weekly,POSCO홀딩스,298741,377000,-3.33,포스코,소재,철강,390000
06.05~06.12 Weekly,미래에셋증권,292653,52300,-7.27,미래에셋,금융,증권,56400
06.05~06.12 Weekly,삼성화재,291994,654000,-5.9,삼성,금융,보험,695000
06.05~06.12 Weekly,HD한국조선해양,281677,398000,5.01,HD현대,산업재,조선,379000
06.05~06.12 Weekly,고려아연,250684,1201000,-5.06,영풍,소재,금속소재,1265000
06.05~06.12 Weekly,LG이노텍,245191,1036000,-10.69,LG,IT,전자부품,1160000
06.05~06.12 Weekly,LG화학,243544,345000,-1.15,LG,소재,화학,349000
06.05~06.12 Weekly,한국전력,241699,37650,-1.18,한국전력,유틸리티,전력,38100
06.05~06.12 Weekly,삼성중공업,236720,26900,-3.06,삼성,산업재,조선,27750
06.05~06.12 Weekly,우리금융지주,228665,31150,-0.16,우리금융,금융,은행,31200
06.05~06.12 Weekly,현대로템,227562,208500,8.93,현대차,산업재,방산,191400
06.05~06.12 Weekly,SK텔레콤,221234,103000,-3.2,SK,커뮤니케이션서비스,통신,106400
06.05~06.12 Weekly,KT&G,194956,187800,4.74,KT&G,필수소비재,기호품,179300
06.05~06.12 Weekly,HD현대,192743,244000,-10.13,HD현대,산업재,지주,271500
06.05~06.12 Weekly,HMM,189119,20050,3.08,HMM,산업재,물류운송,19450
06.05~06.12 Weekly,현대오토에버,187580,684000,-18.18,현대차,IT,IT서비스,836000
06.05~06.12 Weekly,삼성에스디에스,183385,237000,-6.14,삼성,IT,IT서비스,252500
