기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
08.14~08.21 Weekly,삼성전자,16457274,281500,2.55,삼성,IT,반도체,274500
08.14~08.21 Weekly,SK하이닉스,12637518,1730000,5.17,SK,IT,반도체,1645000
08.14~08.21 Weekly,SK스퀘어,1481506,1123000,-2.69,SK,산업재,지주,1154000
08.14~08.21 Weekly,삼성전기,982969,1316000,-15.53,삼성,IT,전자부품,1558000
08.14~08.21 Weekly,현대차,849745,415000,-8.39,현대차,자유소비재,자동차,453000
08.14~08.21 Weekly,LG에너지솔루션,803790,343500,-7.04,LG,소재,배터리,369500
08.14~08.21 Weekly,삼성바이오로직스,717973,1551000,0.19,삼성,헬스케어,바이오,1548000
08.14~08.21 Weekly,삼성생명,657000,328500,9.14,삼성,금융,보험,301000
08.14~08.21 Weekly,삼성물산,641373,395500,7.18,삼성,산업재,상사,369000
08.14~08.21 Weekly,KB금융,582752,164300,-2.49,KB금융,금융,은행,168500
08.14~08.21 Weekly,한화에어로스페이스,559463,1085000,-6.47,한화,산업재,방산,1160000
08.14~08.21 Weekly,기아,511051,130900,-7.62,현대차,자유소비재,자동차,141700
08.14~08.21 Weekly,신한지주,488698,104100,-3.07,신한금융,금융,은행,107400
08.14~08.21 Weekly,HD현대중공업,475474,453000,-11.18,HD현대,산업재,조선,510000
08.14~08.21 Weekly,두산에너빌리티,469531,73300,-11.26,두산,산업재,전력기기,82600
08.14~08.21 Weekly,현대모비스,450034,496000,-9.32,현대차,자유소비재,자동차부품,547000
08.14~08.21 Weekly,셀트리온,447323,192300,-4.33,셀트리온,헬스케어,바이오,201000
08.14~08.21 Weekly,SK,424866,586000,0.17,SK,산업재,지주,585000
08.14~08.21 Weekly,삼성SDI,385199,478000,-7.36,삼성,소재,배터리,516000
08.14~08.21 Weekly,하나금융지주,353386,128800,-3.16,하나금융,금융,은행,133000
08.14~08.21 Weekly,NAVER,348490,222000,-2.63,NAVER,커뮤니케이션서비스,플랫폼,228000
08.14~08.21 Weekly,LG전자,316811,194500,-9.53,LG,자유소비재,가전,215000
08.14~08.21 Weekly,삼성화재,295120,661000,7.48,삼성,금융,보험,615000
08.14~08.21 Weekly,LS ELECTRIC,280500,187000,-9.44,LS,산업재,전력기기,206500
08.14~08.21 Weekly,HD현대일렉트릭,258818,718000,-10.59,HD현대,산업재,전력기기,803000
08.14~08.21 Weekly,고려아연,258199,1237000,3.43,영풍,소재,금속소재,1196000
08.14~08.21 Weekly,한화오션,258000,84200,-12.11,한화,산업재,조선,95800
08.14~08.21 Weekly,효성중공업,253721,2721000,-7.89,효성,산업재,전력기기,2954000
08.14~08.21 Weekly,HD한국조선해양,246644,348500,-9.72,HD현대,산업재,조선,386000
08.14~08.21 Weekly,POSCO홀딩스,245649,310000,-7.19,포스코,소재,철강,334000
08.14~08.21 Weekly,우리금융지주,231168,31750,-5.79,우리금융,금융,은행,33700
08.14~08.21 Weekly,SK텔레콤,219515,102200,1.69,SK,커뮤니케이션서비스,통신,100500
08.14~08.21 Weekly,SK이노베이션,210978,124800,-3.03,SK,에너지,정유,128700
08.14~08.21 Weekly,한국전력,203824,31750,-4.51,한국전력,유틸리티,전력,33250
08.14~08.21 Weekly,HMM,203739,21600,1.65,HMM,산업재,물류운송,21250
08.14~08.21 Weekly,한미반도체,203492,213500,-6.77,한미반도체,IT,반도체장비,229000
08.14~08.21 Weekly,메리츠금융지주,193119,115400,-1.11,메리츠,금융,금융지주,116700
08.14~08.21 Weekly,미래에셋증권,193051,34500,-8.37,미래에셋,금융,증권,37650
08.14~08.21 Weekly,KT&G,178865,172300,-2.1,KT&G,필수소비재,기호품,176000
08.14~08.21 Weekly,LG화학,178246,252500,-9.98,LG,소재,화학,280500
08.14~08.21 Weekly,삼성중공업,177760,20200,-9.42,삼성,산업재,조선,22300
08.14~08.21 Weekly,삼성에스디에스,176421,228000,-6.37,삼성,IT,IT서비스,243500
08.14~08.21 Weekly,두산,174570,1078000,-15.52,두산,산업재,지주,1276000
08.14~08.21 Weekly,HD현대,168255,213000,-9.55,HD현대,산업재,지주,235500
08.14~08.21 Weekly,LG,162834,107700,-10.25,LG,산업재,지주,120000
08.14~08.21 Weekly,기업은행,159485,20000,-1.96,IBK,금융,은행,20400
08.14~08.21 Weekly,S-Oil,158854,141100,-4.4,S-Oil,에너지,정유,147600
08.14~08.21 Weekly,카카오,158587,35800,-10.5,카카오,커뮤니케이션서비스,플랫폼,40000
08.14~08.21 Weekly,LIG디펜스앤에어로스페이스,152900,695000,-14.72,LIG,산업재,방산,815000
08.14~08.21 Weekly,현대글로비스,147525,196700,-6.78,현대차,산업재,물류운송,211000
08.14~08.21 Weekly,에이피알,144137,385000,-1.41,에이피알,필수소비재,화장품,390500
08.14~08.21 Weekly,현대로템,141994,130100,-11.44,현대차,산업재,방산,146900
08.14~08.21 Weekly,포스코퓨처엠,137778,154900,-9.15,포스코,소재,배터리,170500
08.14~08.21 Weekly,한화시스템,132810,70300,-12.45,한화,산업재,방산,80300
08.14~08.21 Weekly,KT,132059,52400,-1.87,KT,커뮤니케이션서비스,통신,53400
08.14~08.21 Weekly,LG이노텍,130169,550000,-15.9,LG,IT,전자부품,654000
08.14~08.21 Weekly,한국항공우주,126718,130000,-11.2,KAI,산업재,방산,146400
08.14~08.21 Weekly,현대오토에버,122859,448000,-8.48,현대차,IT,IT서비스,489500
08.14~08.21 Weekly,현대건설,117592,105600,-8.81,현대차,산업재,건설,115800
08.14~08.21 Weekly,DB손해보험,116460,177800,0.57,DB,금융,보험,176800
08.14~08.21 Weekly,GS,107945,116200,-0.68,GS,산업재,지주,117000
08.14~08.21 Weekly,삼양식품,102901,1366000,7.56,삼양,필수소비재,식품,1270000
08.14~08.21 Weekly,한국금융지주,102814,184500,-9.56,한국투자금융,금융,금융지주,204000
08.14~08.21 Weekly,크래프톤,102426,222000,-6.72,크래프톤,커뮤니케이션서비스,게임,238000
08.14~08.21 Weekly,카카오뱅크,101627,21300,-4.05,카카오,금융,은행,22200
08.14~08.21 Weekly,NH투자증권,96363,26100,-9.22,NH,금융,증권,28750
08.14~08.21 Weekly,대한항공,95001,25800,-1.9,한진,산업재,물류운송,26300
08.14~08.21 Weekly,LS,91572,293500,-9.27,LS,산업재,지주,323500
08.14~08.21 Weekly,삼성에피스홀딩스,89579,360000,-16.96,삼성,산업재,지주,433500
08.14~08.21 Weekly,포스코인터내셔널,89017,50600,-5.07,포스코,산업재,상사,53300
08.14~08.21 Weekly,HD현대마린솔루션,88636,197700,0.46,HD현대,산업재,조선,196800
08.14~08.21 Weekly,삼성E&A,88494,45150,-9.34,삼성,산업재,건설,49800
08.14~08.21 Weekly,삼성증권,82156,92000,-1.08,삼성,금융,증권,93000
08.14~08.21 Weekly,한국타이어앤테크놀로지,81758,66000,-7.82,한국앤컴퍼니,자유소비재,자동차,71600
08.14~08.21 Weekly,아모레퍼시픽,80720,138000,1.69,아모레퍼시픽,필수소비재,화장품,135700
08.14~08.21 Weekly,한진칼,78713,117900,-1.75,한진,산업재,지주,120000
08.14~08.21 Weekly,이수페타시스,72895,99300,3.87,이수,IT,전자부품,95600
08.14~08.21 Weekly,하이브,72376,167900,-6.41,하이브,커뮤니케이션서비스,엔터테인먼트,179400
08.14~08.21 Weekly,한화솔루션,72078,32050,-9.46,한화,소재,화학,35400
08.14~08.21 Weekly,키움증권,70292,268000,-10.82,다우키움,금융,증권,300500
08.14~08.21 Weekly,LG씨엔에스,69370,71600,-10.39,LG,IT,IT서비스,79900
08.14~08.21 Weekly,코웨이,67866,95900,-2.34,넷마블,자유소비재,생활가전/렌탈,98200
08.14~08.21 Weekly,유한양행,65550,82300,-1.67,유한,헬스케어,바이오,83700
08.14~08.21 Weekly,SK바이오팜,65548,83700,-4.12,SK,헬스케어,바이오,87300
08.14~08.21 Weekly,대우건설,65458,15930,-11.55,중흥,산업재,건설,18010
08.14~08.21 Weekly,LG유플러스,63112,14870,-1.26,LG,커뮤니케이션서비스,통신,15060
08.14~08.21 Weekly,한화,59086,83800,0.0,한화,산업재,지주,83800
08.14~08.21 Weekly,카카오페이,57491,42500,-5.87,카카오,금융,핀테크,45150
08.14~08.21 Weekly,두산밥캣,55501,57900,-12.41,두산,산업재,건설기계,66100
08.14~08.21 Weekly,HD건설기계,55350,115500,-16.67,HD현대,산업재,건설기계,138600
08.14~08.21 Weekly,삼성카드,53469,46150,-4.94,삼성,금융,카드,48550
08.14~08.21 Weekly,한미약품,53230,415500,4.27,한미,헬스케어,바이오,398500
08.14~08.21 Weekly,대한전선,52232,26650,-11.02,호반,산업재,전력기기,29950
08.14~08.21 Weekly,산일전기,50499,164800,-9.7,산일전기,산업재,전력기기,182500
08.14~08.21 Weekly,JB금융지주,49615,26600,-5.0,JB금융,금융,은행,28000
08.14~08.21 Weekly,오리온,49569,125400,-6.42,오리온,필수소비재,식품,134000
08.14~08.21 Weekly,OCI홀딩스,49476,265000,-5.02,OCI,산업재,지주,279000
08.14~08.21 Weekly,NC,48366,224500,-9.29,,,,247500
08.14~08.21 Weekly,LG디스플레이,47500,9500,-7.5,LG,IT,디스플레이,10270
