기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
05.29~06.05 Weekly,삼성전자,19234257,329000,3.79,삼성,IT,반도체,317000
05.29~06.05 Weekly,SK하이닉스,14752939,2070000,-11.27,SK,IT,반도체,2333000
05.29~06.05 Weekly,SK스퀘어,1660036,1258000,2.03,SK,산업재,지주,1233000
05.29~06.05 Weekly,현대차,1433304,700000,-3.18,현대차,자유소비재,자동차,723000
05.29~06.05 Weekly,삼성전기,1312368,1757000,-17.4,삼성,IT,전자부품,2127000
05.29~06.05 Weekly,LG에너지솔루션,968760,414000,-9.61,LG,소재,배터리,458000
05.29~06.05 Weekly,삼성생명,825000,412500,6.18,삼성,금융,보험,388500
05.29~06.05 Weekly,삼성물산,746782,460500,6.47,삼성,산업재,상사,432500
05.29~06.05 Weekly,HD현대중공업,696943,664000,-4.6,HD현대,산업재,조선,696000
05.29~06.05 Weekly,KB금융,639811,171600,13.94,KB금융,금융,은행,150600
05.29~06.05 Weekly,현대모비스,632406,697000,-9.24,현대차,자유소비재,자동차부품,768000
05.29~06.05 Weekly,기아,628955,161100,-4.79,현대차,자유소비재,자동차,169200
05.29~06.05 Weekly,삼성바이오로직스,620299,1340000,-1.69,삼성,헬스케어,바이오,1363000
05.29~06.05 Weekly,두산에너빌리티,612376,95600,-9.47,두산,산업재,전력기기,105600
05.29~06.05 Weekly,한화에어로스페이스,540900,1049000,-10.57,한화,산업재,방산,1173000
05.29~06.05 Weekly,신한지주,510253,107500,14.85,신한금융,금융,은행,93600
05.29~06.05 Weekly,LG전자,493540,303000,3.41,LG,자유소비재,가전,293000
05.29~06.05 Weekly,삼성SDI,457726,568000,-17.44,삼성,소재,배터리,688000
05.29~06.05 Weekly,SK,453142,625000,-7.54,SK,산업재,지주,676000
05.29~06.05 Weekly,NAVER,400812,255500,9.19,NAVER,커뮤니케이션서비스,플랫폼,234000
05.29~06.05 Weekly,셀트리온,379880,171400,-11.15,셀트리온,헬스케어,바이오,192900
05.29~06.05 Weekly,HD현대일렉트릭,344611,956000,-9.21,HD현대,산업재,전력기기,1053000
05.29~06.05 Weekly,한화오션,343796,112200,-9.0,한화,산업재,조선,123300
05.29~06.05 Weekly,LS ELECTRIC,340500,227000,-6.0,LS,산업재,전력기기,241500
05.29~06.05 Weekly,하나금융지주,339119,123600,7.38,하나금융,금융,은행,115100
05.29~06.05 Weekly,미래에셋증권,315596,56400,-8.14,미래에셋,금융,증권,61400
05.29~06.05 Weekly,효성중공업,315170,3380000,-8.28,효성,산업재,전력기기,3685000
05.29~06.05 Weekly,삼성화재,310300,695000,22.14,삼성,금융,보험,569000
05.29~06.05 Weekly,POSCO홀딩스,309042,390000,-7.91,포스코,소재,철강,423500
05.29~06.05 Weekly,두산,281773,1740000,-11.76,두산,산업재,지주,1972000
05.29~06.05 Weekly,LG이노텍,274538,1160000,-20.44,LG,IT,전자부품,1458000
05.29~06.05 Weekly,한미반도체,269734,283000,0.35,한미반도체,IT,반도체장비,282000
05.29~06.05 Weekly,HD한국조선해양,268230,379000,-10.4,HD현대,산업재,조선,423000
05.29~06.05 Weekly,고려아연,264043,1265000,-7.87,영풍,소재,금속소재,1373000
05.29~06.05 Weekly,LG화학,246367,349000,-4.9,LG,소재,화학,367000
05.29~06.05 Weekly,한국전력,244588,38100,-2.06,한국전력,유틸리티,전력,38900
05.29~06.05 Weekly,삼성중공업,244200,27750,-0.72,삼성,산업재,조선,27950
05.29~06.05 Weekly,현대오토에버,229264,836000,-10.2,현대차,IT,IT서비스,931000
05.29~06.05 Weekly,우리금융지주,229032,31200,5.05,우리금융,금융,은행,29700
05.29~06.05 Weekly,SK텔레콤,228537,106400,5.77,SK,커뮤니케이션서비스,통신,100600
05.29~06.05 Weekly,HD현대,214466,271500,-2.16,HD현대,산업재,지주,277500
05.29~06.05 Weekly,현대로템,208898,191400,-4.54,현대차,산업재,방산,200500
05.29~06.05 Weekly,삼성에스디에스,195379,252500,-15.55,삼성,IT,IT서비스,299000
05.29~06.05 Weekly,SK이노베이션,194242,114900,-3.61,SK,에너지,정유,119200
05.29~06.05 Weekly,LG,189538,122900,-16.17,LG,산업재,지주,146600
05.29~06.05 Weekly,KT&G,186132,179300,-2.92,KT&G,필수소비재,기호품,184700
05.29~06.05 Weekly,포스코퓨처엠,185898,209000,-14.87,포스코,소재,배터리,245500
05.29~06.05 Weekly,HMM,183460,19450,-0.56,HMM,산업재,물류운송,19560
05.29~06.05 Weekly,메리츠금융지주,179564,107300,4.28,메리츠,금융,금융지주,102900
05.29~06.05 Weekly,한화시스템,178718,94600,-9.9,한화,산업재,방산,105000
05.29~06.05 Weekly,카카오,177810,40250,-4.05,카카오,커뮤니케이션서비스,플랫폼,41950
05.29~06.05 Weekly,기업은행,164668,20650,2.23,IBK,금융,은행,20200
05.29~06.05 Weekly,LIG디펜스앤에어로스페이스,159720,726000,-9.36,,,,801000
05.29~06.05 Weekly,현대글로비스,157125,209500,-13.61,현대차,산업재,물류운송,242500
05.29~06.05 Weekly,현대건설,146878,131900,-10.27,현대차,산업재,건설,147000
05.29~06.05 Weekly,에이피알,145634,389000,-1.64,에이피알,필수소비재,화장품,395500
