기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
04.17~04.24 Weekly,삼성전자,12832582,219500,1.62,삼성,IT,반도체,216000
04.17~04.24 Weekly,SK하이닉스,8709223,1222000,8.33,SK,IT,반도체,1128000
04.17~04.24 Weekly,LG에너지솔루션,1125540,481000,15.07,LG,소재,배터리,418000
04.17~04.24 Weekly,현대차,1050407,513000,-4.65,현대차,자유소비재,자동차,538000
04.17~04.24 Weekly,SK스퀘어,956698,725000,6.3,SK,산업재,지주,682000
04.17~04.24 Weekly,두산에너빌리티,814153,127100,17.14,두산,산업재,전력기기,108500
04.17~04.24 Weekly,한화에어로스페이스,754373,1463000,2.81,한화,산업재,방산,1423000
04.17~04.24 Weekly,삼성바이오로직스,707326,1528000,-4.56,삼성,헬스케어,바이오,1601000
04.17~04.24 Weekly,HD현대중공업,704290,671000,30.54,HD현대,산업재,조선,514000
04.17~04.24 Weekly,기아,598894,153400,-3.64,현대차,자유소비재,자동차,159200
04.17~04.24 Weekly,삼성전기,588586,788000,16.05,삼성,IT,전자부품,679000
04.17~04.24 Weekly,KB금융,586867,157400,-3.02,KB금융,금융,은행,162300
04.17~04.24 Weekly,삼성SDI,516553,641000,24.95,삼성,소재,배터리,513000
04.17~04.24 Weekly,삼성물산,505156,311500,3.32,삼성,산업재,상사,301500
04.17~04.24 Weekly,삼성생명,489000,244500,-3.55,삼성,금융,보험,253500
04.17~04.24 Weekly,신한지주,474654,100000,0.4,신한금융,금융,은행,99600
04.17~04.24 Weekly,셀트리온,463851,209000,0.72,셀트리온,헬스케어,바이오,207500
04.17~04.24 Weekly,HD현대일렉트릭,449868,1248000,14.81,HD현대,산업재,전력기기,1087000
04.17~04.24 Weekly,한화오션,413352,134900,3.77,한화,산업재,조선,130000
04.17~04.24 Weekly,현대모비스,383345,422500,-1.05,현대차,자유소비재,자동차부품,427000
04.17~04.24 Weekly,미래에셋증권,374350,66900,-4.97,미래에셋,금융,증권,70400
04.17~04.24 Weekly,고려아연,342734,1642000,-2.2,영풍,소재,금속소재,1679000
04.17~04.24 Weekly,LS ELECTRIC,339750,226500,21.45,LS,산업재,전력기기,186500
04.17~04.24 Weekly,하나금융지주,338295,123300,-0.16,하나금융,금융,은행,123500
04.17~04.24 Weekly,HD한국조선해양,336880,476000,13.47,HD현대,산업재,조선,419500
04.17~04.24 Weekly,NAVER,335665,214000,-1.15,NAVER,커뮤니케이션서비스,플랫폼,216500
04.17~04.24 Weekly,효성중공업,331208,3552000,19.19,효성,산업재,전력기기,2980000
04.17~04.24 Weekly,POSCO홀딩스,328852,415000,7.79,포스코,소재,철강,385000
04.17~04.24 Weekly,삼성중공업,302720,34400,18.42,삼성,산업재,조선,29050
04.17~04.24 Weekly,한국전력,296587,46200,0.65,한국전력,유틸리티,전력,45900
04.17~04.24 Weekly,SK,288923,398500,8.14,SK,산업재,지주,368500
04.17~04.24 Weekly,한미반도체,281648,295500,3.14,한미반도체,IT,반도체장비,286500
04.17~04.24 Weekly,LG화학,276369,391500,8.75,LG,소재,화학,360000
04.17~04.24 Weekly,우리금융지주,257294,35050,-1.82,우리금융,금융,은행,35700
04.17~04.24 Weekly,현대로템,254302,233000,7.87,현대차,산업재,방산,216000
04.17~04.24 Weekly,두산,249547,1541000,15.86,두산,산업재,지주,1330000
04.17~04.24 Weekly,한화시스템,246351,130400,0.69,한화,산업재,방산,129500
04.17~04.24 Weekly,HD현대,227500,288000,10.98,HD현대,산업재,지주,259500
04.17~04.24 Weekly,SK이노베이션,224671,132900,2.7,SK,에너지,정유,129400
04.17~04.24 Weekly,포스코퓨처엠,224144,252000,7.46,포스코,소재,배터리,234500
04.17~04.24 Weekly,LIG디펜스앤에어로스페이스,217580,989000,12.9,,,,876000
04.17~04.24 Weekly,SK텔레콤,214790,100000,1.73,SK,커뮤니케이션서비스,통신,98300
04.17~04.24 Weekly,카카오,212862,48050,-3.9,카카오,커뮤니케이션서비스,플랫폼,50000
04.17~04.24 Weekly,LG전자,207680,127500,2.66,LG,자유소비재,가전,124200
04.17~04.24 Weekly,삼성화재,203592,456000,-5.0,삼성,금융,보험,480000
04.17~04.24 Weekly,KT&G,202060,176200,2.86,KT&G,필수소비재,기호품,171300
04.17~04.24 Weekly,HMM,199023,21100,0.0,HMM,산업재,물류운송,21100
04.17~04.24 Weekly,현대건설,192645,173000,-2.26,현대차,산업재,건설,177000
04.17~04.24 Weekly,메리츠금융지주,191613,114500,-2.72,메리츠,금융,금융지주,117700
04.17~04.24 Weekly,기업은행,178225,22350,-0.89,IBK,금융,은행,22550
04.17~04.24 Weekly,에이피알,168472,450000,7.27,에이피알,필수소비재,화장품,419500
04.17~04.24 Weekly,한국항공우주,167072,171400,-9.02,KAI,산업재,방산,188400
04.17~04.24 Weekly,현대글로비스,166875,222500,-2.2,현대차,산업재,물류운송,227500
04.17~04.24 Weekly,KT,155497,61700,-3.44,KT,커뮤니케이션서비스,통신,63900
04.17~04.24 Weekly,LG,148053,96000,1.27,LG,산업재,지주,94800
04.17~04.24 Weekly,한국금융지주,144330,259000,0.78,한국투자금융,금융,금융지주,257000
04.17~04.24 Weekly,포스코인터내셔널,143025,81300,8.69,포스코,산업재,상사,74800
04.17~04.24 Weekly,삼성에피스홀딩스,142829,574000,-2.88,삼성,산업재,지주,591000
04.17~04.24 Weekly,대우건설,134778,32800,14.29,중흥,산업재,건설,28700
04.17~04.24 Weekly,S-Oil,134424,119400,1.79,S-Oil,에너지,정유,117300
04.17~04.24 Weekly,삼성에스디에스,131388,169800,-6.96,삼성,IT,IT서비스,182500
04.17~04.24 Weekly,크래프톤,130130,274500,4.17,크래프톤,커뮤니케이션서비스,게임,263500
04.17~04.24 Weekly,LG이노텍,128276,542000,37.56,LG,IT,전자부품,394000
04.17~04.24 Weekly,NH투자증권,125077,35100,-0.57,NH,금융,증권,35300
04.17~04.24 Weekly,LS,124332,398500,20.94,LS,산업재,지주,329500
04.17~04.24 Weekly,카카오뱅크,120711,25300,-0.2,카카오,금융,은행,25350
04.17~04.24 Weekly,키움증권,117822,449500,0.33,다우키움,금융,증권,448000
04.17~04.24 Weekly,현대오토에버,117786,429500,-0.58,현대차,IT,IT서비스,432000
04.17~04.24 Weekly,DB손해보험,114626,175000,0.98,DB,금융,보험,173300
04.17~04.24 Weekly,HD현대마린솔루션,113653,253500,34.13,HD현대,산업재,조선,189000
04.17~04.24 Weekly,이수페타시스,112610,153400,27.51,이수,IT,전자부품,120300
04.17~04.24 Weekly,하이브,108618,252000,-4.0,하이브,커뮤니케이션서비스,엔터테인먼트,262500
04.17~04.24 Weekly,삼성E&A,102900,52500,5.95,삼성,산업재,건설,49550
04.17~04.24 Weekly,삼성증권,99659,111600,1.45,삼성,금융,증권,110000
04.17~04.24 Weekly,삼양식품,99059,1315000,-4.43,삼양,필수소비재,식품,1376000
04.17~04.24 Weekly,한화,92436,131100,-0.38,한화,산업재,지주,131600
04.17~04.24 Weekly,대한항공,91503,24850,-0.8,한진,산업재,물류운송,25050
04.17~04.24 Weekly,한화솔루션,84829,49350,12.03,한화,소재,화학,44050
04.17~04.24 Weekly,아모레퍼시픽,84171,143900,8.52,아모레퍼시픽,필수소비재,화장품,132600
