기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
04.03~04.10 Weekly,삼성전자,12194454,206000,10.63,삼성,IT,반도체,186200
04.03~04.10 Weekly,SK하이닉스,7319453,1027000,17.24,SK,IT,반도체,876000
04.03~04.10 Weekly,현대차,1002289,489500,3.93,현대차,자유소비재,자동차,471000
04.03~04.10 Weekly,LG에너지솔루션,964080,412000,3.39,LG,소재,배터리,398500
04.03~04.10 Weekly,한화에어로스페이스,777060,1507000,4.0,한화,산업재,방산,1449000
04.03~04.10 Weekly,SK스퀘어,750255,568000,17.6,SK,산업재,지주,483000
04.03~04.10 Weekly,삼성바이오로직스,727231,1571000,1.09,삼성,헬스케어,바이오,1554000
04.03~04.10 Weekly,두산에너빌리티,641842,100200,3.73,두산,산업재,전력기기,96600
04.03~04.10 Weekly,KB금융,590222,158300,8.8,KB금융,금융,은행,145500
04.03~04.10 Weekly,기아,581715,149000,-0.8,현대차,자유소비재,자동차,150200
04.03~04.10 Weekly,HD현대중공업,498566,475000,-0.94,HD현대,산업재,조선,479500
04.03~04.10 Weekly,삼성물산,490561,302500,15.02,삼성,산업재,상사,263000
04.03~04.10 Weekly,삼성생명,469000,234500,6.11,삼성,금융,보험,221000
04.03~04.10 Weekly,신한지주,468484,98700,7.52,신한금융,금융,은행,91800
04.03~04.10 Weekly,셀트리온,461403,199700,2.25,셀트리온,헬스케어,바이오,195300
04.03~04.10 Weekly,삼성전기,422019,565000,23.9,삼성,IT,전자부품,456000
04.03~04.10 Weekly,삼성SDI,387616,481000,9.69,삼성,소재,배터리,438500
04.03~04.10 Weekly,한화오션,378114,123400,-3.59,한화,산업재,조선,128000
04.03~04.10 Weekly,미래에셋증권,369285,66500,5.39,미래에셋,금융,증권,63100
04.03~04.10 Weekly,현대모비스,365199,402500,3.6,현대차,자유소비재,자동차부품,388500
04.03~04.10 Weekly,HD현대일렉트릭,360111,999000,13.14,HD현대,산업재,전력기기,883000
04.03~04.10 Weekly,하나금융지주,332599,119500,8.93,하나금융,금융,은행,109700
04.03~04.10 Weekly,고려아연,330002,1581000,6.54,영풍,소재,금속소재,1484000
04.03~04.10 Weekly,NAVER,316842,202000,2.28,NAVER,커뮤니케이션서비스,플랫폼,197500
04.03~04.10 Weekly,POSCO홀딩스,292401,369000,6.19,포스코,소재,철강,347500
04.03~04.10 Weekly,HD한국조선해양,278846,394000,5.07,HD현대,산업재,조선,375000
04.03~04.10 Weekly,한국전력,278612,43400,7.69,한국전력,유틸리티,전력,40300
04.03~04.10 Weekly,효성중공업,274142,2940000,14.84,효성,산업재,전력기기,2560000
04.03~04.10 Weekly,한미반도체,272593,286000,10.0,한미반도체,IT,반도체장비,260000
04.03~04.10 Weekly,SK,256660,354000,13.28,SK,산업재,지주,312500
04.03~04.10 Weekly,한화시스템,251830,133300,-1.55,한화,산업재,방산,135400
04.03~04.10 Weekly,LG화학,251309,356000,16.91,LG,소재,화학,304500
04.03~04.10 Weekly,삼성중공업,251240,28550,2.33,삼성,산업재,조선,27900
04.03~04.10 Weekly,우리금융지주,250687,34150,6.89,우리금융,금융,은행,31950
04.03~04.10 Weekly,LS ELECTRIC,236400,788000,2.47,LS,산업재,전력기기,769000
04.03~04.10 Weekly,현대로템,229199,210000,0.0,현대차,산업재,방산,210000
04.03~04.10 Weekly,삼성화재,216022,469500,6.34,삼성,금융,보험,441500
04.03~04.10 Weekly,카카오,211311,47700,5.53,카카오,커뮤니케이션서비스,플랫폼,45200
04.03~04.10 Weekly,두산,207443,1281000,19.61,두산,산업재,지주,1071000
04.03~04.10 Weekly,SK이노베이션,206921,122400,3.55,SK,에너지,정유,118200
04.03~04.10 Weekly,HMM,204211,21650,7.98,HMM,산업재,물류운송,20050
04.03~04.10 Weekly,LIG넥스원,202620,921000,7.09,LIG,산업재,방산,860000
04.03~04.10 Weekly,현대건설,199884,179500,18.8,현대차,산업재,건설,151100
04.03~04.10 Weekly,SK텔레콤,199755,93000,14.96,SK,커뮤니케이션서비스,통신,80900
04.03~04.10 Weekly,HD현대,199063,252000,2.86,HD현대,산업재,지주,245000
04.03~04.10 Weekly,메리츠금융지주,195365,115600,2.94,메리츠,금융,금융지주,112300
04.03~04.10 Weekly,한국항공우주,194853,199900,9.47,KAI,산업재,방산,182600
04.03~04.10 Weekly,포스코퓨처엠,193458,217500,2.84,포스코,소재,배터리,211500
04.03~04.10 Weekly,LG전자,192857,118400,9.33,LG,자유소비재,가전,108300
04.03~04.10 Weekly,KT&G,188414,164300,5.12,KT&G,필수소비재,기호품,156300
04.03~04.10 Weekly,기업은행,178225,22350,4.68,IBK,금융,은행,21350
04.03~04.10 Weekly,현대글로비스,163875,218500,4.05,현대차,산업재,물류운송,210000
04.03~04.10 Weekly,KT,156505,62100,4.37,KT,커뮤니케이션서비스,통신,59500
04.03~04.10 Weekly,에이피알,147132,393000,20.18,에이피알,필수소비재,화장품,327000
04.03~04.10 Weekly,LG,143426,93000,7.51,LG,산업재,지주,86500
04.03~04.10 Weekly,삼성에피스홀딩스,136110,547000,9.84,삼성,산업재,지주,498000
04.03~04.10 Weekly,S-Oil,135887,120700,8.35,S-Oil,에너지,정유,111400
04.03~04.10 Weekly,한국금융지주,134578,241500,13.92,한국투자금융,금융,금융지주,212000
04.03~04.10 Weekly,포스코인터내셔널,132294,75200,-11.63,포스코,산업재,상사,85100
04.03~04.10 Weekly,NH투자증권,121335,34050,13.69,NH,금융,증권,29950
04.03~04.10 Weekly,카카오뱅크,120471,25250,7.68,카카오,금융,은행,23450
04.03~04.10 Weekly,키움증권,118739,453000,9.95,다우키움,금융,증권,412000
04.03~04.10 Weekly,DB손해보험,117467,169300,4.51,DB,금융,보험,162000
04.03~04.10 Weekly,삼성에스디에스,115061,148700,-2.3,삼성,IT,IT서비스,152200
04.03~04.10 Weekly,크래프톤,112589,237500,-2.46,크래프톤,커뮤니케이션서비스,게임,243500
04.03~04.10 Weekly,하이브,109480,254000,-5.93,하이브,커뮤니케이션서비스,엔터테인먼트,270000
04.03~04.10 Weekly,현대오토에버,107365,391500,2.89,현대차,IT,IT서비스,380500
04.03~04.10 Weekly,삼성E&A,100352,51200,26.26,삼성,산업재,건설,40550
04.03~04.10 Weekly,대우건설,99851,24300,44.56,중흥,산업재,건설,16810
04.03~04.10 Weekly,삼성증권,95372,106800,14.35,삼성,금융,증권,93400
04.03~04.10 Weekly,한화,94148,125600,10.47,한화,산업재,지주,113700
04.03~04.10 Weekly,삼양식품,93259,1238000,-0.16,삼양,필수소비재,식품,1240000
04.03~04.10 Weekly,LS,91572,293500,9.51,LS,산업재,지주,268000
04.03~04.10 Weekly,대한항공,90950,24700,7.39,한진,산업재,물류운송,23000
04.03~04.10 Weekly,LG이노텍,89935,380000,17.1,LG,IT,전자부품,324500
04.03~04.10 Weekly,이수페타시스,84347,114900,11.99,이수,IT,전자부품,102600
04.03~04.10 Weekly,HD현대마린솔루션,83566,186400,4.48,HD현대,산업재,조선,178400
04.03~04.10 Weekly,한국타이어앤테크놀로지,80519,65000,25.0,한국앤컴퍼니,자유소비재,자동차,52000
04.03~04.10 Weekly,한진칼,78579,117700,8.08,한진,산업재,지주,108900
04.03~04.10 Weekly,아모레퍼시픽,77152,131900,0.3,아모레퍼시픽,필수소비재,화장품,131500
04.03~04.10 Weekly,SK바이오팜,77139,98500,4.68,SK,헬스케어,바이오,94100
04.03~04.10 Weekly,엘앤에프,75327,186800,12.26,엘앤에프,소재,배터리,166400
04.03~04.10 Weekly,LG유플러스,74833,17410,13.57,LG,커뮤니케이션서비스,통신,15330
04.03~04.10 Weekly,유한양행,73993,92900,0.11,유한,헬스케어,바이오,92800
04.03~04.10 Weekly,카카오페이,71804,53100,10.86,카카오,금융,핀테크,47900
04.03~04.10 Weekly,한화솔루션,70390,40950,4.87,한화,소재,화학,39050
04.03~04.10 Weekly,GS,66620,71700,13.27,GS,산업재,지주,63300
04.03~04.10 Weekly,두산밥캣,66620,69500,14.69,두산,산업재,건설기계,60600
04.03~04.10 Weekly,한미약품,64055,500000,-1.38,한미,헬스케어,바이오,507000
04.03~04.10 Weekly,삼성카드,63722,55000,5.57,삼성,금융,카드,52100
04.03~04.10 Weekly,한전기술,63445,166000,1.9,한국전력,산업재,전력기기,162900
04.03~04.10 Weekly,LG디스플레이,63300,12660,16.57,LG,IT,디스플레이,10860
04.03~04.10 Weekly,LG씨엔에스,61329,63300,9.9,LG,IT,IT서비스,57600
04.03~04.10 Weekly,CJ,59813,205000,7.5,CJ,산업재,지주,190700
04.03~04.10 Weekly,대한전선,59104,31700,8.56,호반,산업재,전력기기,29200
