기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
06.26~07.03 Weekly,삼성전자,18094232,309500,-8.84,삼성,IT,반도체,339500
06.26~07.03 Weekly,SK하이닉스,17283032,2425000,-9.28,SK,IT,반도체,2673000
06.26~07.03 Weekly,SK스퀘어,2096819,1589000,-7.62,SK,산업재,지주,1720000
06.26~07.03 Weekly,삼성전기,1485658,1989000,-0.2,삼성,IT,전자부품,1993000
06.26~07.03 Weekly,현대차,1007408,492000,2.39,현대차,자유소비재,자동차,480500
06.26~07.03 Weekly,LG에너지솔루션,848250,362500,9.35,LG,소재,배터리,331500
06.26~07.03 Weekly,삼성생명,766000,383000,-11.45,삼성,금융,보험,432500
06.26~07.03 Weekly,삼성물산,702996,433500,-12.34,삼성,산업재,상사,494500
06.26~07.03 Weekly,삼성바이오로직스,657794,1421000,5.81,삼성,헬스케어,바이오,1343000
06.26~07.03 Weekly,한화에어로스페이스,605870,1175000,16.22,한화,산업재,방산,1011000
06.26~07.03 Weekly,HD현대중공업,605626,577000,2.3,HD현대,산업재,조선,564000
06.26~07.03 Weekly,KB금융,603324,170100,13.93,KB금융,금융,은행,149300
06.26~07.03 Weekly,기아,593428,152000,12.34,현대차,자유소비재,자동차,135300
06.26~07.03 Weekly,두산에너빌리티,552164,86200,6.29,두산,산업재,전력기기,81100
06.26~07.03 Weekly,신한지주,509304,107300,17.14,신한금융,금융,은행,91600
06.26~07.03 Weekly,SK,500269,690000,-15.34,SK,산업재,지주,815000
06.26~07.03 Weekly,현대모비스,448219,494000,1.54,현대차,자유소비재,자동차부품,486500
06.26~07.03 Weekly,셀트리온,426969,183600,10.67,셀트리온,헬스케어,바이오,165900
06.26~07.03 Weekly,삼성SDI,376737,467500,2.75,삼성,소재,배터리,455000
06.26~07.03 Weekly,하나금융지주,344606,125600,14.49,하나금융,금융,은행,109700
06.26~07.03 Weekly,LS ELECTRIC,344250,229500,13.05,LS,산업재,전력기기,203000
06.26~07.03 Weekly,HD현대일렉트릭,340645,945000,7.02,HD현대,산업재,전력기기,883000
06.26~07.03 Weekly,한화오션,327556,106900,9.08,한화,산업재,조선,98000
06.26~07.03 Weekly,LG전자,311110,191000,-2.5,LG,자유소비재,가전,195900
06.26~07.03 Weekly,효성중공업,309855,3323000,7.09,효성,산업재,전력기기,3103000
06.26~07.03 Weekly,NAVER,307186,195800,-0.31,NAVER,커뮤니케이션서비스,플랫폼,196400
06.26~07.03 Weekly,삼성화재,284851,638000,0.31,삼성,금융,보험,636000
06.26~07.03 Weekly,HD한국조선해양,254429,359500,4.05,HD현대,산업재,조선,345500
06.26~07.03 Weekly,POSCO홀딩스,253573,320000,4.92,포스코,소재,철강,305000
06.26~07.03 Weekly,한국전력,245551,38250,3.1,한국전력,유틸리티,전력,37100
06.26~07.03 Weekly,미래에셋증권,239215,42750,6.21,미래에셋,금융,증권,40250
06.26~07.03 Weekly,고려아연,232734,1115000,5.59,영풍,소재,금속소재,1056000
06.26~07.03 Weekly,두산,232058,1433000,-0.62,두산,산업재,지주,1442000
06.26~07.03 Weekly,우리금융지주,223888,30750,8.47,우리금융,금융,은행,28350
06.26~07.03 Weekly,한미반도체,221601,232500,-9.71,한미반도체,IT,반도체장비,257500
06.26~07.03 Weekly,현대로템,218830,200500,18.08,현대차,산업재,방산,169800
06.26~07.03 Weekly,삼성중공업,206800,23500,2.17,삼성,산업재,조선,23000
06.26~07.03 Weekly,LG이노텍,206377,872000,-6.34,LG,IT,전자부품,931000
06.26~07.03 Weekly,LG화학,198717,281500,3.87,LG,소재,화학,271000
06.26~07.03 Weekly,메리츠금융지주,188935,112900,12.23,메리츠,금융,금융지주,100600
06.26~07.03 Weekly,SK텔레콤,185579,86400,-4.64,SK,커뮤니케이션서비스,통신,90600
06.26~07.03 Weekly,KT&G,181772,175100,4.6,KT&G,필수소비재,기호품,167400
06.26~07.03 Weekly,HMM,180819,19170,4.7,HMM,산업재,물류운송,18310
06.26~07.03 Weekly,LIG디펜스앤에어로스페이스,176000,800000,8.84,LIG,산업재,방산,735000
06.26~07.03 Weekly,기업은행,169852,21300,8.34,IBK,금융,은행,19660
06.26~07.03 Weekly,HD현대,163121,206500,7.16,HD현대,산업재,지주,192700
06.26~07.03 Weekly,SK이노베이션,160600,95000,6.15,SK,에너지,정유,89500
06.26~07.03 Weekly,카카오,157253,35500,7.09,카카오,커뮤니케이션서비스,플랫폼,33150
06.26~07.03 Weekly,LG,152855,101100,2.54,LG,산업재,지주,98600
06.26~07.03 Weekly,한국항공우주,152646,156600,10.59,KAI,산업재,방산,141600
06.26~07.03 Weekly,삼성에스디에스,151196,195400,2.9,삼성,IT,IT서비스,189900
06.26~07.03 Weekly,현대글로비스,147750,197000,9.2,현대차,산업재,물류운송,180400
06.26~07.03 Weekly,포스코퓨처엠,144271,162200,1.0,포스코,소재,배터리,160600
06.26~07.03 Weekly,에이피알,143201,382500,5.37,에이피알,필수소비재,화장품,363000
06.26~07.03 Weekly,한화시스템,142634,75500,2.58,한화,산업재,방산,73600
06.26~07.03 Weekly,현대오토에버,138491,505000,-0.39,현대차,IT,IT서비스,507000
06.26~07.03 Weekly,KT,135336,53700,2.87,KT,커뮤니케이션서비스,통신,52200
06.26~07.03 Weekly,한국금융지주,134857,242000,21.0,한국투자금융,금융,금융지주,200000
06.26~07.03 Weekly,현대건설,128393,115300,11.62,현대차,산업재,건설,103300
06.26~07.03 Weekly,S-Oil,124066,110200,18.24,S-Oil,에너지,정유,93200
06.26~07.03 Weekly,LS,116688,374000,11.98,LS,산업재,지주,334000
06.26~07.03 Weekly,NH투자증권,111892,31400,13.36,NH,금융,증권,27700
06.26~07.03 Weekly,크래프톤,108655,235500,15.44,크래프톤,커뮤니케이션서비스,게임,204000
06.26~07.03 Weekly,삼성증권,106356,119100,14.74,삼성,금융,증권,103800
06.26~07.03 Weekly,대한항공,106232,28850,2.85,한진,산업재,물류운송,28050
06.26~07.03 Weekly,카카오뱅크,106159,22250,12.66,카카오,금융,은행,19750
06.26~07.03 Weekly,삼성에피스홀딩스,103638,416500,-2.34,삼성,산업재,지주,426500
06.26~07.03 Weekly,HD현대마린솔루션,96840,216000,-0.23,HD현대,산업재,조선,216500
06.26~07.03 Weekly,DB손해보험,96155,146800,11.63,DB,금융,보험,131500
06.26~07.03 Weekly,삼성E&A,94276,48100,16.04,삼성,산업재,건설,41450
06.26~07.03 Weekly,키움증권,91406,348500,13.7,다우키움,금융,증권,306500
06.26~07.03 Weekly,한진칼,89461,134000,16.32,한진,산업재,지주,115200
06.26~07.03 Weekly,하이브,88360,205000,15.3,하이브,커뮤니케이션서비스,엔터테인먼트,177800
06.26~07.03 Weekly,포스코인터내셔널,86730,49300,8.0,포스코,산업재,상사,45650
06.26~07.03 Weekly,삼양식품,83692,1111000,0.0,삼양,필수소비재,식품,1111000
06.26~07.03 Weekly,한국타이어앤테크놀로지,83368,67300,8.55,한국앤컴퍼니,자유소비재,자동차,62000
06.26~07.03 Weekly,이수페타시스,80824,110100,2.13,이수,IT,전자부품,107800
06.26~07.03 Weekly,대우건설,75525,18380,1.04,중흥,산업재,건설,18190
06.26~07.03 Weekly,한화,73963,104900,3.96,한화,산업재,지주,100900
06.26~07.03 Weekly,LG씨엔에스,71889,74200,-1.2,LG,IT,IT서비스,75100
06.26~07.03 Weekly,아모레퍼시픽,70893,121200,24.95,아모레퍼시픽,필수소비재,화장품,97000
06.26~07.03 Weekly,GS,67814,73000,16.8,GS,산업재,지주,62500
06.26~07.03 Weekly,산일전기,67661,221000,2.79,산일전기,산업재,전력기기,215000
06.26~07.03 Weekly,코웨이,67512,95400,11.32,넷마블,자유소비재,생활가전/렌탈,85700
06.26~07.03 Weekly,SK바이오팜,67506,86200,3.98,SK,헬스케어,바이오,82900
06.26~07.03 Weekly,신세계,66683,706000,-4.59,신세계,자유소비재,유통,740000
06.26~07.03 Weekly,대한전선,64482,32900,6.13,호반,산업재,전력기기,31000
06.26~07.03 Weekly,두산밥캣,61731,64400,7.15,두산,산업재,건설기계,60100
06.26~07.03 Weekly,LG유플러스,60269,14200,-0.14,LG,커뮤니케이션서비스,통신,14220
06.26~07.03 Weekly,삼성카드,57756,49850,8.25,삼성,금융,카드,46050
06.26~07.03 Weekly,HD건설기계,56931,118800,7.8,HD현대,산업재,건설기계,110200
06.26~07.03 Weekly,NC,56230,261000,9.66,,,,238000
06.26~07.03 Weekly,한화솔루션,56209,32700,6.69,한화,소재,화학,30650
06.26~07.03 Weekly,유한양행,56072,70400,6.02,유한,헬스케어,바이오,66400
06.26~07.03 Weekly,LG디스플레이,55350,11070,-2.64,LG,IT,디스플레이,11370
06.26~07.03 Weekly,카카오페이,54916,40600,6.7,카카오,금융,핀테크,38050
06.26~07.03 Weekly,두산로보틱스,54838,84600,-0.47,두산,산업재,로봇산업,85000
06.26~07.03 Weekly,오리온,53878,136300,7.83,오리온,필수소비재,식품,126400
