기준시각,종목명,시가총액,현재가,등락률,그룹사,1차 분류,2차 분류,현재가_last
05.15~05.22 Weekly,삼성전자,17100365,292500,8.13,삼성,IT,반도체,270500
05.15~05.22 Weekly,SK하이닉스,13833553,1941000,6.71,SK,IT,반도체,1819000
05.15~05.22 Weekly,SK스퀘어,1563707,1185000,7.92,SK,산업재,지주,1098000
05.15~05.22 Weekly,현대차,1341163,655000,-6.43,현대차,자유소비재,자동차,700000
05.15~05.22 Weekly,삼성전기,1000896,1340000,32.67,삼성,IT,전자부품,1010000
05.15~05.22 Weekly,LG에너지솔루션,932490,398500,-4.44,LG,소재,배터리,417000
05.15~05.22 Weekly,삼성생명,729000,364500,17.58,삼성,금융,보험,310000
05.15~05.22 Weekly,두산에너빌리티,714866,111600,0.72,두산,산업재,전력기기,110800
05.15~05.22 Weekly,HD현대중공업,713736,680000,6.25,HD현대,산업재,조선,640000
05.15~05.22 Weekly,삼성물산,681915,420500,6.05,삼성,산업재,상사,396500
05.15~05.22 Weekly,삼성바이오로직스,655017,1415000,-0.28,삼성,헬스케어,바이오,1419000
05.15~05.22 Weekly,한화에어로스페이스,650214,1261000,3.7,한화,산업재,방산,1216000
05.15~05.22 Weekly,기아,643401,164800,-1.9,현대차,자유소비재,자동차,168000
05.15~05.22 Weekly,KB금융,596561,160000,2.83,KB금융,금융,은행,155600
05.15~05.22 Weekly,현대모비스,586132,646000,2.7,현대차,자유소비재,자동차부품,629000
05.15~05.22 Weekly,삼성SDI,521388,647000,5.37,삼성,소재,배터리,614000
05.15~05.22 Weekly,신한지주,466111,98200,3.26,신한금융,금융,은행,95100
05.15~05.22 Weekly,SK,465467,642000,27.63,SK,산업재,지주,503000
05.15~05.22 Weekly,셀트리온,441357,198700,5.24,셀트리온,헬스케어,바이오,188800
05.15~05.22 Weekly,HD현대일렉트릭,422833,1173000,-0.51,HD현대,산업재,전력기기,1179000
05.15~05.22 Weekly,LS ELECTRIC,421500,281000,8.49,LS,산업재,전력기기,259000
05.15~05.22 Weekly,LG전자,386037,237000,-1.46,LG,자유소비재,가전,240500
05.15~05.22 Weekly,미래에셋증권,377708,67500,-3.43,미래에셋,금융,증권,69900
05.15~05.22 Weekly,한화오션,374437,122200,3.47,한화,산업재,조선,118100
05.15~05.22 Weekly,효성중공업,373635,4007000,7.0,효성,산업재,전력기기,3745000
05.15~05.22 Weekly,POSCO홀딩스,354606,447500,-4.28,포스코,소재,철강,467500
05.15~05.22 Weekly,하나금융지주,335003,122100,2.61,하나금융,금융,은행,119000
05.15~05.22 Weekly,NAVER,318454,203000,-0.25,NAVER,커뮤니케이션서비스,플랫폼,203500
05.15~05.22 Weekly,한미반도체,305476,320500,-13.14,한미반도체,IT,반도체장비,369000
05.15~05.22 Weekly,고려아연,298483,1430000,0.28,영풍,소재,금속소재,1426000
05.15~05.22 Weekly,HD한국조선해양,297955,421000,1.2,HD현대,산업재,조선,416000
05.15~05.22 Weekly,삼성중공업,259600,29500,0.68,삼성,산업재,조선,29300
05.15~05.22 Weekly,두산,257968,1593000,-1.3,두산,산업재,지주,1614000
05.15~05.22 Weekly,한국전력,254860,39700,2.45,한국전력,유틸리티,전력,38750
05.15~05.22 Weekly,삼성화재,254044,569000,2.71,삼성,금융,보험,554000
05.15~05.22 Weekly,LG화학,247779,351000,-6.15,LG,소재,화학,374000
05.15~05.22 Weekly,우리금융지주,231601,31550,0.96,우리금융,금융,은행,31250
05.15~05.22 Weekly,현대로템,224833,206000,2.23,현대차,산업재,방산,201500
05.15~05.22 Weekly,HD현대,222760,282000,4.64,HD현대,산업재,지주,269500
05.15~05.22 Weekly,SK텔레콤,220804,102800,1.48,SK,커뮤니케이션서비스,통신,101300
05.15~05.22 Weekly,포스코퓨처엠,216139,243000,3.18,포스코,소재,배터리,235500
05.15~05.22 Weekly,SK이노베이션,209118,123700,0.16,SK,에너지,정유,123500
05.15~05.22 Weekly,한화시스템,206678,109400,4.89,한화,산업재,방산,104300
05.15~05.22 Weekly,LG이노텍,204484,864000,18.03,LG,IT,전자부품,732000
05.15~05.22 Weekly,LIG디펜스앤에어로스페이스,203500,925000,10.91,,,,834000
05.15~05.22 Weekly,KT&G,195164,188000,4.56,KT&G,필수소비재,기호품,179800
05.15~05.22 Weekly,HMM,193364,20500,3.07,HMM,산업재,물류운송,19890
05.15~05.22 Weekly,카카오,184848,41850,-4.89,카카오,커뮤니케이션서비스,플랫폼,44000
05.15~05.22 Weekly,LG,182753,118500,-5.95,LG,산업재,지주,126000
05.15~05.22 Weekly,메리츠금융지주,182743,109200,3.21,메리츠,금융,금융지주,105800
05.15~05.22 Weekly,현대글로비스,177375,236500,-2.27,현대차,산업재,물류운송,242000
05.15~05.22 Weekly,현대오토에버,173045,631000,-2.62,현대차,IT,IT서비스,648000
05.15~05.22 Weekly,LS,169728,544000,15.13,LS,산업재,지주,472500
05.15~05.22 Weekly,기업은행,167459,21000,0.48,IBK,금융,은행,20900
05.15~05.22 Weekly,현대건설,167368,150300,-3.03,현대차,산업재,건설,155000
05.15~05.22 Weekly,한국항공우주,164148,168400,4.53,KAI,산업재,방산,161100
05.15~05.22 Weekly,삼성에스디에스,150655,194700,3.02,삼성,IT,IT서비스,189000
05.15~05.22 Weekly,에이피알,146383,391000,-3.22,에이피알,필수소비재,화장품,404000
05.15~05.22 Weekly,한국금융지주,141823,254500,-1.36,한국투자금융,금융,금융지주,258000
05.15~05.22 Weekly,KT,140628,55800,-4.94,KT,커뮤니케이션서비스,통신,58700
05.15~05.22 Weekly,크래프톤,125019,271000,-2.87,크래프톤,커뮤니케이션서비스,게임,279000
05.15~05.22 Weekly,삼성에피스홀딩스,124415,500000,-1.38,삼성,산업재,지주,507000
05.15~05.22 Weekly,포스코인터내셔널,123674,70300,-2.23,포스코,산업재,상사,71900
05.15~05.22 Weekly,S-Oil,122715,109000,-2.77,S-Oil,에너지,정유,112100
05.15~05.22 Weekly,대우건설,117314,28550,0.18,중흥,산업재,건설,28500
05.15~05.22 Weekly,NH투자증권,117059,32850,0.92,NH,금융,증권,32550
05.15~05.22 Weekly,삼성증권,116001,129900,5.44,삼성,금융,증권,123200
05.15~05.22 Weekly,HD현대마린솔루션,110066,245500,13.92,HD현대,산업재,조선,215500
05.15~05.22 Weekly,카카오뱅크,108783,22800,1.56,카카오,금융,은행,22450
05.15~05.22 Weekly,대한전선,107404,54800,-8.67,호반,산업재,전력기기,60000
05.15~05.22 Weekly,키움증권,106749,407000,2.78,다우키움,금융,증권,396000
05.15~05.22 Weekly,삼성E&A,104664,53400,5.53,삼성,산업재,건설,50600
05.15~05.22 Weekly,하이브,101290,235000,-3.69,하이브,커뮤니케이션서비스,엔터테인먼트,244000
05.15~05.22 Weekly,DB손해보험,101198,154500,-6.08,DB,금융,보험,164500
05.15~05.22 Weekly,한화,99064,140500,-0.64,한화,산업재,지주,141400
05.15~05.22 Weekly,삼양식품,99059,1315000,-8.93,삼양,필수소비재,식품,1444000
05.15~05.22 Weekly,대한항공,98683,26800,2.88,한진,산업재,물류운송,26050
05.15~05.22 Weekly,이수페타시스,92569,126100,-1.48,이수,IT,전자부품,128000
05.15~05.22 Weekly,산일전기,86490,282500,5.21,산일전기,산업재,전력기기,268500
05.15~05.22 Weekly,LG씨엔에스,80609,83200,-3.93,LG,IT,IT서비스,86600
05.15~05.22 Weekly,한진칼,78579,117700,-1.26,한진,산업재,지주,119200
05.15~05.22 Weekly,한국타이어앤테크놀로지,78413,63300,1.77,한국앤컴퍼니,자유소비재,자동차,62200
05.15~05.22 Weekly,SK바이오팜,76590,97800,1.24,SK,헬스케어,바이오,96600
05.15~05.22 Weekly,LG디스플레이,75750,15150,7.45,LG,IT,디스플레이,14100
05.15~05.22 Weekly,한화솔루션,73398,42700,5.17,한화,소재,화학,40600
05.15~05.22 Weekly,GS,71452,76900,-0.52,GS,산업재,지주,77300
05.15~05.22 Weekly,유한양행,70329,88300,2.67,유한,헬스케어,바이오,86000
05.15~05.22 Weekly,아모레퍼시픽,70191,120000,-1.64,아모레퍼시픽,필수소비재,화장품,122000
05.15~05.22 Weekly,두산로보틱스,69098,106600,-16.33,두산,산업재,로봇산업,127400
05.15~05.22 Weekly,LG유플러스,67741,15760,-2.78,LG,커뮤니케이션서비스,통신,16210
05.15~05.22 Weekly,카카오페이,67628,50000,-2.15,카카오,금융,핀테크,51100
05.15~05.22 Weekly,코웨이,66663,94200,-0.53,넷마블,자유소비재,생활가전/렌탈,94700
05.15~05.22 Weekly,두산밥캣,65949,68800,-1.29,두산,산업재,건설기계,69700
05.15~05.22 Weekly,엘앤에프,64284,158900,-0.81,엘앤에프,소재,배터리,160200
05.15~05.22 Weekly,한화엔진,62418,74800,4.47,한화,산업재,조선,71600
05.15~05.22 Weekly,NC,59462,276000,1.66,,,,271500
05.15~05.22 Weekly,한미약품,58162,454000,-3.92,한미,헬스케어,바이오,472500
05.15~05.22 Weekly,삼성카드,55844,48200,-5.12,삼성,금융,카드,50800
